variables,units,values,description
rotorse.re.precomp.uptilt,deg,[4.99962972],Nacelle uptilt angle. A standard machine has positive values.
rotorse.re.precomp.web_start_nd,,"[[0.19445041 0.20189052 0.22753497 0.29316634 0.32221215 0.33970945
  0.35373926 0.36399742 0.37480007 0.38103554 0.38482741 0.3879576
  0.38939606 0.38721908 0.383298   0.37920645 0.37479628 0.3710261
  0.36782131 0.36458881 0.36216012 0.35958358 0.35811012 0.35935422
  0.36204726 0.36529344 0.37056897 0.37713767 0.35828067 0.36754032]
 [0.19445041 0.20189052 0.22753497 0.22431217 0.2528433  0.26808343
  0.28014617 0.2874834  0.29623461 0.29937521 0.29625043 0.28950577
  0.28055109 0.27114957 0.26122976 0.2514803  0.24122077 0.23098826
  0.21966362 0.2077032  0.19840603 0.19378655 0.19211031 0.19331764
  0.19602446 0.19897668 0.18729669 0.13996025 0.35828067 0.36754032]]","2D array of the non-dimensional start point defined along the outer profile of a web. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each web, the second dimension represents each entry along blade span."
rotorse.re.precomp.web_end_nd,,"[[0.69445853 0.68717803 0.64970831 0.59861679 0.59220293 0.59440566
  0.59508899 0.600671   0.60868908 0.61174047 0.61168395 0.61116967
  0.61144098 0.61463312 0.61948037 0.62455969 0.62951607 0.63256735
  0.63441285 0.63646288 0.63818674 0.64017588 0.64096897 0.63903748
  0.63579463 0.63227205 0.6277553  0.62306057 0.64491378 0.63873617]
 [0.69445853 0.68717803 0.64970831 0.6618956  0.65676291 0.6624579
  0.66588767 0.67486193 0.68542172 0.69187719 0.69891679 0.70838727
  0.71906417 0.72947696 0.74011153 0.7503548  0.76060685 0.77021113
  0.78060368 0.79163673 0.80022485 0.80433739 0.80555369 0.80395734
  0.80096683 0.79789472 0.80996752 0.85776119 0.64491378 0.63873617]]","2D array of the non-dimensional end point defined along the outer profile of a web. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each web, the second dimension represents each entry along blade span."
rotorse.re.precomp.layer_web,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 2. 2. 2.],"1D array of the web id the layer is associated to. If the layer is on the outer profile, this entry can simply stay equal to 0."
rotorse.re.precomp.layer_thickness,m,"[[0.0005     0.0005     0.0005     0.0005     0.0005     0.0005
  0.0005     0.0005     0.0005     0.0005     0.0005     0.0005
  0.0005     0.0005     0.0005     0.0005     0.0005     0.0005
  0.0005     0.0005     0.0005     0.0005     0.0005     0.0005
  0.0005     0.0005     0.0005     0.0005     0.0005     0.0005    ]
 [0.065      0.04803202 0.03328866 0.01946036 0.01406238 0.00860005
  0.00436114 0.00310927 0.00208373 0.00135168 0.00129344 0.00124144
  0.00117468 0.00110344 0.00103333 0.001      0.001      0.001
  0.001      0.001      0.0010008  0.00102321 0.0010579  0.00108341
  0.00106676 0.0010382  0.00100519 0.001      0.001      0.001     ]
 [0.         0.00275437 0.00550874 0.00826312 0.01101749 0.01544125
  0.02014325 0.02484525 0.02954725 0.03111549 0.03143023 0.03174497
  0.03205971 0.03230855 0.03250796 0.03270738 0.0329068  0.03256866
  0.03151377 0.03045889 0.029404   0.02759046 0.02388027 0.02017008
  0.0164599  0.01282181 0.00961636 0.00641091 0.00320545 0.        ]
 [0.         0.00275437 0.00550874 0.00826312 0.01101749 0.01544125
  0.02014325 0.02484525 0.02954725 0.03111549 0.03143023 0.03174497
  0.03205971 0.03230855 0.03250796 0.03270738 0.0329068  0.03256866
  0.03151377 0.03045889 0.029404   0.02759046 0.02388027 0.02017008
  0.0164599  0.01282181 0.00961636 0.00641091 0.00320545 0.        ]
 [0.         0.         0.         0.00311539 0.00326171 0.00340682
  0.00340551 0.00297347 0.00251581 0.00212423 0.00188953 0.00165213
  0.00146978 0.00136098 0.00124999 0.00123924 0.00132931 0.00141854
  0.00141947 0.00138483 0.00135362 0.00144445 0.00160477 0.00176871
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.00136275 0.00319176 0.0050478
  0.00648177 0.00689325 0.00722084 0.00739295 0.00715531 0.00691703
  0.00707768 0.00777966 0.00849833 0.00792182 0.00581414 0.00376226
  0.00257649 0.00189672 0.00120612 0.00117022 0.00142953 0.00168148
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.01024138 0.02265517 0.03514282
  0.04575693 0.05162069 0.05714047 0.06082418 0.06010345 0.05943129
  0.05649336 0.05031034 0.04406368 0.03957312 0.03686207 0.03412276
  0.0305177  0.02637931 0.02224599 0.01905413 0.01631034 0.01355172
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.00534483 0.0087931  0.01229472
  0.01448001 0.01334483 0.01196531 0.01078275 0.01010345 0.00941379
  0.00872414 0.00803448 0.00733334 0.007      0.007      0.007
  0.007      0.007      0.007      0.007      0.007      0.007
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.00141379 0.00555172 0.00975366
  0.01260781 0.01217241 0.01148276 0.0107931  0.01010345 0.00939192
  0.00900722 0.009      0.009      0.009      0.009      0.009
  0.00858659 0.00789655 0.00720001 0.007      0.007      0.007
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.00996552 0.01962069 0.02926141
  0.03944147 0.05106897 0.0627985  0.06976925 0.06472414 0.05994249
  0.05338882 0.04444828 0.03541638 0.02920715 0.02582759 0.02237931
  0.01893103 0.01548276 0.01203352 0.01001859 0.00865517 0.00727586
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.00050689 0.00057656 0.00064964
  0.0007438  0.00091625 0.00108935 0.00122937 0.0012901  0.00135353
  0.00142788 0.00152765 0.00162335 0.00171928 0.00181224 0.00191039
  0.00194001 0.00194    0.00193411 0.00179915 0.0015924  0.00138639
  0.00115196 0.00091052 0.00068073 0.00063724 0.         0.        ]
 [0.         0.         0.         0.04265517 0.0392069  0.03573576
  0.03282876 0.03134483 0.02996552 0.02858621 0.0272069  0.02583634
  0.02416802 0.02210345 0.02006515 0.02       0.02       0.02
  0.02       0.02       0.02       0.02       0.02       0.02
  0.02       0.02       0.02       0.02       0.         0.        ]
 [0.         0.         0.         0.00050689 0.00057656 0.00064964
  0.0007438  0.00091625 0.00108935 0.00122937 0.0012901  0.00135353
  0.00142788 0.00152765 0.00162335 0.00171928 0.00181224 0.00191039
  0.00194001 0.00194    0.00193411 0.00179915 0.0015924  0.00138639
  0.00115196 0.00091052 0.00068073 0.00063724 0.         0.        ]
 [0.         0.         0.         0.00050689 0.00057656 0.00064964
  0.0007438  0.00091625 0.00108935 0.00122937 0.0012901  0.00135353
  0.00142788 0.00152765 0.00162335 0.00171928 0.00181224 0.00191039
  0.00194001 0.00194    0.00193411 0.00179915 0.0015924  0.00138639
  0.00115196 0.00091052 0.00068073 0.00063724 0.         0.        ]
 [0.         0.         0.         0.04865517 0.0452069  0.04174529
  0.03865415 0.03651724 0.03444828 0.03237931 0.03031034 0.02825075
  0.02589202 0.02313793 0.02037275 0.02       0.02       0.02
  0.02       0.02       0.02       0.02       0.02       0.02
  0.02       0.02       0.02       0.02       0.         0.        ]
 [0.         0.         0.         0.00050689 0.00057656 0.00064964
  0.0007438  0.00091625 0.00108935 0.00122937 0.0012901  0.00135353
  0.00142788 0.00152765 0.00162335 0.00171928 0.00181224 0.00191039
  0.00194001 0.00194    0.00193411 0.00179915 0.0015924  0.00138639
  0.00115196 0.00091052 0.00068073 0.00063724 0.         0.        ]]","2D array of the thickness of the layers of the blade structure. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.re.precomp.layer_start_nd,,"[[0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.19445041 0.20189052 0.22753497 0.21661823 0.24468521 0.258768
  0.26994912 0.27633204 0.28415055 0.286388   0.28191086 0.27345278
  0.26302854 0.25292484 0.24265641 0.23261408 0.22187928 0.21065093
  0.19789162 0.18452074 0.1742404  0.16923498 0.16730835 0.16819713
  0.17061292 0.17332145 0.15934732 0.10500872 0.35828067 0.36754032]
 [0.69445853 0.68717803 0.64970831 0.58932901 0.58221364 0.58390409
  0.58420185 0.58912892 0.59640322 0.5986774  0.5973531  0.59522566
  0.59387765 0.59592392 0.59975622 0.60389343 0.60792088 0.60990152
  0.61037839 0.61098044 0.61158819 0.61322544 0.61394813 0.61196118
  0.60867725 0.60507964 0.59789275 0.58478317 0.64491378 0.63873617]
 [0.49999717 0.4963172  0.47431932 0.42300127 0.42478072 0.42805654
  0.42946218 0.43518361 0.44602713 0.44928047 0.44461322 0.43870924
  0.43290048 0.42921376 0.42624078 0.42312364 0.41898472 0.41344923
  0.40644136 0.3994455  0.39419694 0.39199882 0.39079776 0.38963297
  0.49788571 0.49731282 0.49709892 0.49709891 0.49709891 0.49709891]
 [1.         1.         1.         0.95865948 0.95743963 0.95515164
  0.95336519 0.95105964 0.94919709 0.94681421 0.94203689 0.93541437
  0.92857362 0.92383303 0.91999139 0.91652394 0.91297823 0.9086776
  0.90310524 0.89725359 0.89276833 0.89138952 0.8911344  0.89092255
  1.         1.         1.         1.         1.         1.        ]
 [0.         0.         0.         0.04134052 0.04256037 0.04484836
  0.04663481 0.04894036 0.05080291 0.05318579 0.05796311 0.06458563
  0.07142638 0.07616697 0.08000861 0.08347606 0.08702177 0.0913224
  0.09689476 0.10274641 0.10723167 0.10861048 0.1088656  0.10907745
  0.         0.         0.         0.         0.         0.        ]
 [0.19445041 0.20189052 0.22753497 0.29929928 0.32980596 0.34846473
  0.36321874 0.37421275 0.38575637 0.39275959 0.39783708 0.40262405
  0.40588131 0.40525877 0.40267363 0.3995662  0.39592282 0.39329572
  0.39168114 0.39001355 0.38870375 0.38645594 0.38503955 0.38635204
  0.38911103 0.39245493 0.40038204 0.41509426 0.35828067 0.36754032]
 [0.49999717 0.4963172  0.47431932 0.50568231 0.50990147 0.51775326
  0.52273179 0.53306432 0.54763295 0.55565205 0.56053944 0.56788051
  0.57575325 0.58154769 0.586258   0.59007576 0.59302826 0.59609402
  0.60023088 0.60493832 0.60866029 0.60921978 0.60852897 0.60778788
  0.49788571 0.49731282 0.49709892 0.49709891 0.49709891 0.49709891]
 [0.69445853 0.68717803 0.64970831 0.67201006 0.66733438 0.67360082
  0.67747146 0.68700964 0.69800904 0.70504898 0.71327932 0.72439693
  0.73673042 0.74825786 0.75977343 0.77084555 0.78196442 0.79254631
  0.80416791 0.81647326 0.82605154 0.83044641 0.83167933 0.83011609
  0.82717536 0.82421313 0.83892748 0.89486871 0.64491378 0.63873617]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]]","2D array of the non-dimensional start point defined along the outer profile of a layer. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.re.precomp.layer_end_nd,,"[[1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.        ]
 [1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.
  1.         1.         1.         1.         1.         1.        ]
 [0.19445041 0.20189052 0.22753497 0.29929928 0.32980596 0.34846473
  0.36321874 0.37421275 0.38575637 0.39275959 0.39783708 0.40262405
  0.40588131 0.40525877 0.40267363 0.3995662  0.39592282 0.39329572
  0.39168114 0.39001355 0.38870375 0.38645594 0.38503955 0.38635204
  0.38911103 0.39245493 0.40038204 0.41509426 0.35828067 0.36754032]
 [0.69445853 0.68717803 0.64970831 0.67201006 0.66733438 0.67360082
  0.67747146 0.68700964 0.69800904 0.70504898 0.71327932 0.72439693
  0.73673042 0.74825786 0.75977343 0.77084555 0.78196442 0.79254631
  0.80416791 0.81647326 0.82605154 0.83044641 0.83167933 0.83011609
  0.82717536 0.82421313 0.83892748 0.89486871 0.64491378 0.63873617]
 [0.49999717 0.4963172  0.47431932 0.50568231 0.50990147 0.51775326
  0.52273179 0.53306432 0.54763295 0.55565205 0.56053944 0.56788051
  0.57575325 0.58154769 0.586258   0.59007576 0.59302826 0.59609402
  0.60023088 0.60493832 0.60866029 0.60921978 0.60852897 0.60778788
  0.49788571 0.49731282 0.49709892 0.49709891 0.49709891 0.49709891]
 [0.         0.         0.         0.04134052 0.04256037 0.04484836
  0.04663481 0.04894036 0.05080291 0.05318579 0.05796311 0.06458563
  0.07142638 0.07616697 0.08000861 0.08347606 0.08702177 0.0913224
  0.09689476 0.10274641 0.10723167 0.10861048 0.1088656  0.10907745
  0.         0.         0.         0.         0.         0.        ]
 [0.19445041 0.20189052 0.22753497 0.21661823 0.24468521 0.258768
  0.26994912 0.27633204 0.28415055 0.286388   0.28191086 0.27345278
  0.26302854 0.25292484 0.24265641 0.23261408 0.22187928 0.21065093
  0.19789162 0.18452074 0.1742404  0.16923498 0.16730835 0.16819713
  0.17061292 0.17332145 0.15934732 0.10500872 0.35828067 0.36754032]
 [0.49999717 0.4963172  0.47431932 0.42300127 0.42478072 0.42805654
  0.42946218 0.43518361 0.44602713 0.44928047 0.44461322 0.43870924
  0.43290048 0.42921376 0.42624078 0.42312364 0.41898472 0.41344923
  0.40644136 0.3994455  0.39419694 0.39199882 0.39079776 0.38963297
  0.49788571 0.49731282 0.49709892 0.49709891 0.49709891 0.49709891]
 [0.69445853 0.68717803 0.64970831 0.58932901 0.58221364 0.58390409
  0.58420185 0.58912892 0.59640322 0.5986774  0.5973531  0.59522566
  0.59387765 0.59592392 0.59975622 0.60389343 0.60792088 0.60990152
  0.61037839 0.61098044 0.61158819 0.61322544 0.61394813 0.61196118
  0.60867725 0.60507964 0.59789275 0.58478317 0.64491378 0.63873617]
 [1.         1.         1.         0.95865948 0.95743963 0.95515164
  0.95336519 0.95105964 0.94919709 0.94681421 0.94203689 0.93541437
  0.92857362 0.92383303 0.91999139 0.91652394 0.91297823 0.9086776
  0.90310524 0.89725359 0.89276833 0.89138952 0.8911344  0.89092255
  1.         1.         1.         1.         1.         1.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]
 [0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.
  0.         0.         0.         0.         0.         0.        ]]","2D array of the non-dimensional end point defined along the outer profile of a layer. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.re.precomp.fiber_orientation,deg,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]]","2D array of the orientation of the layers of the blade structure. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.re.precomp.E,Pa,"[[4.560e+06 4.560e+06 4.560e+06]
 [2.179e+10 1.467e+10 1.467e+10]
 [1.392e+10 1.392e+10 1.392e+10]
 [4.200e+10 1.230e+10 1.230e+10]
 [5.000e+07 5.000e+07 5.000e+07]
 [5.000e+07 5.000e+07 5.000e+07]
 [4.560e+06 4.560e+06 4.560e+06]
 [1.000e+06 1.000e+06 1.000e+06]
 [2.100e+11 2.100e+11 2.100e+11]]","2D array of the Youngs moduli of the materials. Each row represents a material, the three columns represent E11, E22 and E33."
rotorse.re.precomp.G,Pa,"[[1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [9.41300000e+09 9.41300000e+09 9.41300000e+09]
 [1.15000000e+10 1.15000000e+10 1.15000000e+10]
 [3.47000000e+09 3.47000000e+09 3.47000000e+09]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [3.84615385e+05 3.84615385e+05 3.84615385e+05]
 [8.07692308e+10 8.07692308e+10 8.07692308e+10]]","2D array of the shear moduli of the materials. Each row represents a material, the three columns represent G12, G13 and G23."
rotorse.re.precomp.nu,,"[[0.49 0.49 0.49]
 [0.48 0.48 0.48]
 [0.49 0.49 0.49]
 [0.31 0.31 0.31]
 [0.49 0.49 0.49]
 [0.49 0.49 0.49]
 [0.49 0.49 0.49]
 [0.3  0.3  0.3 ]
 [0.3  0.3  0.3 ]]","2D array of the Poisson ratio of the materials. Each row represents a material, the three columns represent nu12, nu13 and nu23."
rotorse.re.precomp.rho,kg/m**3,[1100. 1845. 1845. 1940.  110.  110. 1100. 1150. 8500.],"1D array of the density of the materials. For composites, this is the density of the laminate."
rotorse.re.precomp.joint_position,,[0.],Spanwise position of the segmentation joint.
rotorse.re.precomp.joint_mass,kg,[0.],Mass of the joint.
rotorse.re.precomp.n_blades,Unavailable,3,Number of blades of the rotor.
rotorse.re.precomp.definition_layer,Unavailable,[ 9.  9.  2.  2.  5.  4.  6.  6.  6.  6. 10. 10. 10. 10. 10. 10.],"1D array of flags identifying how layers are specified in the yaml. 1) all around (skin, paint, ) 2) offset+rotation twist+width (spar caps) 3) offset+user defined rotation+width 4) midpoint TE+width (TE reinf) 5) midpoint LE+width (LE reinf) 6) layer position fixed to other layer (core fillers) 7) start and width 8) end and width 9) start and end nd 10) web layer"
rotorse.re.precomp.mat_name,Unavailable,"['paint', 'triax', 'biax', 'ud', 'balsa', 'foam', 'adhesive', 'resin', 'steel']",1D array of names of materials.
rotorse.re.precomp.orth,Unavailable,[0. 1. 1. 1. 0. 0. 0. 0. 0.],1D array of flags to set whether a material is isotropic (0) or orthtropic (1). Each entry represents a material.
rotorse.rp.v_min,m/s,[3.],cut-in wind speed
rotorse.rp.v_max,m/s,[25.],cut-out wind speed
rotorse.rp.rated_power,W,[2400000.],electrical rated power
rotorse.rp.omega_min,rpm,[5.5],minimum allowed rotor rotation speed
rotorse.rp.omega_max,rpm,[14.],maximum allowed rotor rotation speed
rotorse.rp.control_maxTS,m/s,[80.],maximum allowed blade tip speed
rotorse.rp.powercurve.gearbox_efficiency,,[0.955],
rotorse.rp.powercurve.generator_efficiency,,"[0.92673269 0.92983442 0.93240923 0.93454743 0.93632013 0.9377839
 0.93898428 0.93995818 0.94073584 0.94134222 0.94179805 0.94212069
 0.94232474 0.94242259 0.94242477 0.94234031 0.94217699 0.9419415
 0.94163969 0.94127662 0.94085674 0.94038396 0.93986171 0.93929303
 0.93868063 0.93802691 0.937334   0.93660382 0.93583811 0.9350384 ]",Generator efficiency at various rpm values to support table lookup
rotorse.rp.powercurve.lss_rpm,rpm,"[ 5.5         5.79310345  6.0862069   6.37931035  6.67241379  6.96551724
  7.25862069  7.55172414  7.84482759  8.13793103  8.43103448  8.72413793
  9.01724138  9.31034483  9.60344828  9.89655172 10.18965517 10.48275862
 10.77586207 11.06896552 11.36206897 11.65517241 11.94827586 12.24137931
 12.53448276 12.82758621 13.12068966 13.4137931  13.70689655 14.        ]",Low speed shaft RPM values at which the generator efficiency values are given
rotorse.rp.drivetrainType,Unavailable,geared,
rotorse.rp.powercurve.V,m/s,"[ 3.          3.88964996  4.684007    5.37783023  5.96654209  6.44625847
  6.81381439  7.06678485  7.20350085  7.22306039  7.32078636  7.53515308
  7.86474624  8.3073913   8.86016787  9.51942894 10.15167225 10.28082494
 11.13933248 12.08928745 13.1244224  14.23790791 15.42239763 16.67007674
 17.97271352 19.32171368 20.70817701 22.12295617 23.55671697 25.        ]",wind vector
rotorse.rp.powercurve.Omega,rpm,"[ 5.5         6.21606156  7.48552598  8.59432703  9.53514926 10.30178548
 10.88917773 11.2934506  11.51193685 11.54319501 11.69937119 12.0419513
 12.56867514 13.27606758 14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.        ]",rotor rotational speed
rotorse.rp.powercurve.P,W,"[  59597.25624341  132489.37106596  232949.29752041  353397.80117171
  482854.73344577  608717.82617158  718443.829734    801007.14557946
  848095.27914183  854976.67637019  889905.61964827  969746.26122958
 1101383.65098765 1295719.22449337 1603926.52319594 1996646.26822205
 2400000.         2399999.99869204 2399999.94468447 2400001.10889814
 2400000.10955304 2400000.01185327 2399990.71048215 2400000.89134989
 2400028.63864782 2400002.31792314 2400000.0947157  2400001.11136604
 2400001.5453706  2400018.15479864]",rotor electrical power
rotorse.rp.gust.V_mean,m/s,[7.5],IEC average wind speed for turbine class
rotorse.rp.gust.V_hub,m/s,[10.15167225],hub height wind speed
rotorse.rp.gust.turbulence_class,Unavailable,A,IEC turbulence class
