variables,units,values,description
rotorse.rp.aep.lossFactor,,[1.],"multiplicative factor for availability and other losses (soiling, array, etc.)"
rotorse.s,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]","1D array of the non-dimensional spanwise grid defined along blade axis (0-blade root, 1-blade tip)"
rotorse.stall_check.aoa_along_span,deg,"[42.90746578 34.73112472 23.88223694 12.38479445  6.69286094  5.33148162
  4.81554194  4.7486291   4.76877518  4.74578525  5.05262744  5.22981019
  5.5225109   5.5270358   5.44356104  5.27791297  5.08952915  4.72838447
  4.39614117  4.25268376  3.92377911  3.84003889  3.43112099  3.01383694
  2.78324267  2.52679244  2.82909347  3.97293819  5.89896547  9.31733741]",Angle of attack along blade span
rotorse.stall_check.stall_margin,deg,[0.99923839],Minimum margin from the stall angle
rotorse.stall_check.min_s,,[0.25],Minimum nondimensional coordinate along blade span where to define the constraint (blade root typically stalls)
rotorse.rs.aero_gust.V_load,m/s,[23.3010005],
rotorse.rs.Omega_load,rpm,[15.76097495],
rotorse.rs.pitch_load,deg,[7.95652725],
rotorse.rs.aero_gust.azimuth_load,deg,[0.],
rotorse.rs.tot_loads_gust.aeroloads_Px,N/m,"[ 341.46915887  499.95422988  856.42156144 1225.78478844 1496.75744641
 1563.67223997 1685.27390483 1983.48630732 2311.92440888 2581.55284788
 2673.80607232 2728.97478407 2705.9173267  2670.54843461 2663.29874545
 2739.22066934 2818.89151496 2920.78880079 3030.83295469 3212.86584165
 3395.16399182 3633.8798955  4064.67040365 4796.58912483 5484.69169829
 6066.15907957 5879.86637785 4906.24226609 3061.36246817  757.11660155]",distributed loads in blade-aligned x-direction
rotorse.rs.tot_loads_gust.aeroloads_Py,N/m,"[   57.64529147    72.71625149  -155.42764304  -592.25891305
  -824.0987796  -1043.81462651 -1218.20744489 -1277.40520581
 -1281.31951012 -1312.61214527 -1286.41544857 -1268.50389879
 -1204.362344   -1132.25455974 -1083.59424801 -1088.02624345
 -1081.60112215 -1081.78622713 -1087.7928844  -1131.65927335
 -1178.70830259 -1256.50308189 -1418.34064867 -1722.95314263
 -2004.64492375 -2190.0553444  -2043.46189815 -1637.68029512
  -923.28853065  -192.93598076]",distributed loads in blade-aligned y-direction
rotorse.rs.tot_loads_gust.aeroloads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",distributed loads in blade-aligned z-direction
rotorse.rs.tot_loads_gust.aeroloads_Omega,rpm,[15.76097495],rotor rotation speed
rotorse.rs.tot_loads_gust.aeroloads_pitch,deg,[7.95652725],pitch angle
rotorse.rs.tot_loads_gust.aeroloads_azimuth,deg,[0.],azimuthal angle
rotorse.rs.3d_curv,deg,"[ 3.          3.          3.0040359   3.09871764  3.30459275  3.48498211
  3.64663664  3.81771275  3.98710617  4.16895115  4.35651369  4.57331129
  4.82080252  5.0659769   5.33185611  5.61220266  5.9343851   6.28051973
  6.66429198  7.08549381  7.54082026  8.05608612  8.63758934  9.28468129
 10.01597865 10.89198153 11.88608596 13.04294325 14.58405329 15.50237621]",total cone angle from precone and curvature
rotorse.rs.z_az,m,"[ 2.          3.37664536  4.75329071  6.12993607  7.50658142  8.88322678
 10.25987214 11.63651749 13.01316285 14.38980821 15.76645356 17.14309892
 18.51974427 19.89638963 21.27303499 22.64968034 24.0263257  25.40297105
 26.77961641 28.15626177 29.53290712 30.90955248 32.28619783 33.66284319
 35.03948855 36.4161339  37.79277926 39.16942462 40.54606997 41.92271533]",location of blade in azimuth z-coordinate system
rotorse.rhoA,kg/m,"[983.99411473 850.23086701 625.05942335 431.01469051 335.29843391
 247.91799315 189.94783615 181.8260672  179.86572261 168.66363834
 155.60377259 142.47828134 131.33072079 123.82971647 117.97757061
 111.87572349 104.25407149  96.10846911  88.3038039   81.47563626
  75.10113617  71.75802423  65.78052208  59.40217363  45.27707787
  35.85861807  21.84235561  11.25867243   3.57011627   1.0031455 ]",mass per unit length
rotorse.rs.tot_loads_gust.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.x_az,m,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.93940887e-04
 -4.74379310e-03 -1.48310345e-02 -2.80497044e-02 -4.59059113e-02
 -6.73467980e-02 -9.33451232e-02 -1.23527488e-01 -1.58543399e-01
 -1.99150690e-01 -2.46070148e-01 -2.98472562e-01 -3.58187833e-01
 -4.24086995e-01 -4.99321773e-01 -5.81902660e-01 -6.75648966e-01
 -7.78562512e-01 -8.94316207e-01 -1.02216493e+00 -1.16611172e+00
 -1.32539527e+00 -1.50497089e+00 -1.70707828e+00 -1.93547803e+00
 -2.19474517e+00 -2.50000000e+00]",location of blade in azimuth x-coordinate system (prebend)
rotorse.rs.y_az,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",location of blade in azimuth y-coordinate system (sweep)
rotorse.rs.frame.Px_af,N/m,"[ 819.86555163 1035.47247948 1410.57384132 1841.42338968 2152.83324668
 2238.53452774 2359.6687236  2682.24214817 3034.89659412 3320.94027128
 3412.40789258 3467.59610521 3443.08013277 3419.149808   3435.94369535
 3542.78104379 3643.06885013 3759.52616186 3883.53556307 4088.48883804
 4293.6987009  4590.24616177 5061.52824432 5843.83478139 6451.83245487
 6981.89599341 6567.37260303 5341.12792004 3236.11117389  797.51948952]",distributed load (force per unit length) in airfoil x-direction
rotorse.rs.frame.Py_af,N/m,"[ 500.32218055  611.16749967  516.27406013  200.3300683    39.45541687
 -221.41373239 -433.73144437 -465.49549585 -442.04481554 -467.72438155
 -491.27796039 -526.41860326 -517.04818995 -480.30550504 -452.80381929
 -458.04665095 -449.18646286 -439.81294402 -434.05477487 -451.66339466
 -470.03256996 -499.67857583 -574.78686222 -732.60221703 -895.37701629
 -984.52545978 -976.80849039 -894.2330168  -577.02967047 -137.45381242]",distributed load (force per unit length) in airfoil y-direction
rotorse.rs.frame.Pz_af,N/m,"[-4289.84109172  -522.5837581   1956.60718238  2962.46026647
  3558.40616208  3557.91189256  3435.91996874  3968.25875555
  4597.11418686  4940.20651438  5137.97808498  5235.33725138
  5314.28754618  5471.01394036  5650.30182969  5772.62183062
  5764.66532762  5668.5816279   5532.70188345  5403.05314821
  5253.94045287  5279.77256099  5076.07232579  4794.98628708
  3813.58113866  3143.35415286  1987.83850117  1061.00470058
   347.09870139   100.72081506]",distributed load (force per unit length) in airfoil z-direction
rotorse.A,m**2,"[ 8.16762079  9.53504216 10.08687915 14.657389   13.44496928 12.42094162
 11.54742115 10.71893211 10.0511229   9.3880646   8.49292504  7.5616837
  6.81003454  6.36450531  6.03986756  5.77478561  5.52533767  5.25319361
  4.97692535  4.73271531  4.54481913  4.40850081  4.31557049  4.24504081
  4.17171293  4.06577161  3.61650715  2.74418693  1.49065398  0.41884989]",airfoil cross section material area
rotorse.EA,N,"[1.15682283e+10 9.97956531e+09 7.31664022e+09 4.94936610e+09
 3.92735825e+09 3.06360088e+09 2.52116579e+09 2.55656737e+09
 2.66638836e+09 2.56843032e+09 2.44914931e+09 2.32352556e+09
 2.21986332e+09 2.15848271e+09 2.10952058e+09 2.02433618e+09
 1.89112822e+09 1.74638054e+09 1.61179192e+09 1.49486213e+09
 1.38036741e+09 1.32726411e+09 1.20819334e+09 1.07900899e+09
 8.05443742e+08 6.15794086e+08 3.39178237e+08 1.45827765e+08
 3.24847488e+07 9.12769416e+06]",axial stiffness
rotorse.EIxx,N*m**2,"[9.28532548e+09 1.12340102e+10 1.00964023e+10 7.18970500e+09
 5.77466088e+09 4.17609466e+09 2.92905904e+09 2.32327869e+09
 1.89165544e+09 1.53684303e+09 1.21462719e+09 9.22002215e+08
 7.36981663e+08 6.58642622e+08 6.00770248e+08 5.06875614e+08
 3.76930838e+08 2.68820884e+08 2.04250959e+08 1.65810943e+08
 1.35508135e+08 1.29019693e+08 1.14354515e+08 1.04911361e+08
 3.57316025e+07 2.65662536e+07 1.59003569e+07 6.88839317e+06
 1.44046435e+06 3.17273959e+04]",edgewise stiffness (bending about :ref:`x-axis of airfoil aligned coordinate system <blade_airfoil_coord>`)
rotorse.EIyy,N*m**2,"[9.28495996e+09 1.10077020e+10 8.15517538e+09 4.25529504e+09
 2.41818000e+09 1.47577648e+09 9.98881011e+08 8.55150627e+08
 7.67747151e+08 6.20614703e+08 4.54098455e+08 3.22001792e+08
 2.37459274e+08 1.92484201e+08 1.61795206e+08 1.37784205e+08
 1.16393639e+08 9.38207285e+07 7.27557107e+07 5.65503290e+07
 4.53993866e+07 3.82368934e+07 3.14743207e+07 2.56429654e+07
 1.91782247e+07 1.35346328e+07 5.64325485e+06 1.19546770e+06
 7.83255737e+04 1.66747562e+03]",flapwise stiffness (bending about y-axis of airfoil aligned coordinate system)
rotorse.EIxy,N*m**2,"[ 1.01201645e+05  8.74677250e+07  7.05546256e+08  1.25111161e+09
  1.09190839e+09  7.87420024e+08  5.77473078e+08  4.79633184e+08
  4.09516611e+08  3.12880652e+08  2.07526565e+08  1.32396315e+08
  9.13775763e+07  7.44514330e+07  6.32678752e+07  5.03336394e+07
  3.51986495e+07  2.31383181e+07  1.59743860e+07  1.21089246e+07
  9.62918624e+06  8.84058369e+06  7.67566970e+06  6.89318671e+06
  3.32483654e+06  2.39362670e+06  9.42580241e+05  1.40794104e+05
 -1.85091616e+04 -1.56224261e+03]",coupled flap-edge stiffness
rotorse.GJ,N*m**2,"[8.02274015e+09 9.60303907e+09 7.71473513e+09 3.85671763e+09
 2.19509468e+09 1.11025496e+09 4.77819962e+08 2.76016645e+08
 1.45362938e+08 7.69566102e+07 5.16240329e+07 3.29647269e+07
 2.21756110e+07 1.71404354e+07 1.37672181e+07 1.16862502e+07
 1.01735463e+07 8.55375131e+06 7.04529125e+06 5.87459494e+06
 4.97320418e+06 4.59465660e+06 4.09261616e+06 3.68799565e+06
 2.52021386e+06 2.12109135e+06 1.28379440e+06 4.75735535e+05
 9.93026576e+04 2.45516563e+03]",torsional stiffness (about axial z-direction of airfoil aligned coordinate system)
rotorse.rhoJ,kg*m,"[1.57996531e+03 1.89531306e+03 1.55952215e+03 9.53320784e+02
 6.70452766e+02 4.32255412e+02 2.79916637e+02 2.19872143e+02
 1.79304653e+02 1.42485688e+02 1.07243284e+02 7.73718580e+01
 5.81225291e+01 4.86461115e+01 4.21988227e+01 3.54475865e+01
 2.76523916e+01 2.08907347e+01 1.62331389e+01 1.31355640e+01
 1.08313847e+01 9.94618563e+00 8.83421067e+00 8.03484615e+00
 4.26343598e+00 3.42031916e+00 2.09728068e+00 8.98835934e-01
 1.67018593e-01 3.67799476e-03]",polar mass moment of inertia per unit length
rotorse.x_ec,m,"[-1.90819582e-16  3.29597460e-16 -1.66533454e-16  4.63463824e-04
 -2.27164722e-04 -9.19652776e-04 -1.66117638e-03 -1.91113150e-03
 -1.70202486e-03 -1.39101920e-03 -9.49395863e-04 -5.88328476e-04
 -3.40878438e-04 -2.50693809e-04 -2.19758153e-04 -1.46693956e-04
 -8.58310981e-06  6.89668594e-05  5.81979806e-05  2.58309423e-05
  2.18384361e-05  6.45949653e-06  3.67401068e-06 -2.37804462e-07
 -1.15541111e-05 -2.21883565e-05 -6.29643241e-05 -1.66871477e-04
 -4.33680869e-18  0.00000000e+00]",x-distance to elastic center from point about which above structural properties are computed (airfoil aligned coordinate system)
rotorse.y_ec,m,"[ 6.24771502e-17 -6.93889390e-17 -1.11022302e-16  1.96259968e-03
 -2.46962696e-03 -4.49106206e-03 -4.88757989e-03 -4.17216263e-03
 -3.40335447e-03 -3.69518142e-03 -3.82220211e-03 -3.63005710e-03
 -3.65450695e-03 -4.15348294e-03 -4.69114785e-03 -4.60436882e-03
 -3.64192432e-03 -2.56071789e-03 -1.91685883e-03 -1.64862086e-03
 -1.42441102e-03 -1.38628386e-03 -1.47824593e-03 -1.54232819e-03
 -1.51368645e-03 -1.62212593e-03 -2.50740578e-03 -5.81729284e-03
  1.11022302e-16 -2.77555756e-17]",y-distance to elastic center from point about which above structural properties are computed
rotorse.rs.strains.EI11,N*m**2,"[9.28493381e+09 1.09778371e+10 7.92583633e+09 3.79429571e+09
 2.09423199e+09 1.26293824e+09 8.39304534e+08 7.12345320e+08
 6.34361453e+08 5.23964907e+08 4.01155868e+08 2.94085921e+08
 2.21268173e+08 1.80881789e+08 1.52858164e+08 1.31042794e+08
 1.11721636e+08 9.08128200e+07 7.08427932e+07 5.52243715e+07
 4.43818431e+07 3.73839693e+07 3.07694357e+07 2.50479800e+07
 1.85353166e+07 1.31088424e+07 5.55734624e+06 1.19198772e+06
 7.80741119e+04 1.58650250e+03]",stiffness w.r.t principal axis 1
rotorse.rs.strains.EI22,N*m**2,"[9.28535163e+09 1.12638752e+10 1.03257413e+10 7.65068420e+09
 6.09858473e+09 4.38886851e+09 3.08856833e+09 2.46603015e+09
 2.02500253e+09 1.63345279e+09 1.26753179e+09 9.49886664e+08
 7.53142859e+08 6.70207661e+08 6.09660765e+08 5.13574065e+08
 3.81577757e+08 2.71817332e+08 2.06157949e+08 1.67132837e+08
 1.36522877e+08 1.29870067e+08 1.15056760e+08 1.05503780e+08
 3.63726651e+07 2.69904234e+07 1.59841318e+07 6.88693415e+06
 1.44071581e+06 3.18083691e+04]",stiffness w.r.t principal axis 2
rotorse.rs.strains.alpha,deg,"[14.48779603 18.85195226 18.00684329 20.22744276 16.52462179 15.12555613
 15.44726101 16.57994077 18.04086525 17.16593061 14.31161072 11.90656036
 10.04803444  8.85781297  8.04042775  7.62863903  7.56082517  7.40661677
  6.82850297  6.2490958   6.03219035  5.51073285  5.2469608   4.93325816
 10.94399696 10.08664046  5.20787478  1.41565472 -0.77836113 -2.9670614 ]",Angle between blade c.s. and principal axes
rotorse.rs.strains.M1,N*m,"[-3.01892511e+06 -2.83848726e+06 -2.64066160e+06 -2.47499447e+06
 -2.34225241e+06 -2.23743317e+06 -2.09665265e+06 -1.94182869e+06
 -1.78333356e+06 -1.63622293e+06 -1.50615359e+06 -1.37723675e+06
 -1.24447701e+06 -1.11241596e+06 -9.84579884e+05 -8.62677154e+05
 -7.47389068e+05 -6.39080073e+05 -5.37916277e+05 -4.43973431e+05
 -3.57505178e+05 -2.78769110e+05 -2.08138959e+05 -1.46362939e+05
 -9.46581032e+04 -5.39974044e+04 -2.56805464e+04 -8.80702117e+03
 -1.45617023e+03  1.92214678e-01]",distribution along blade span of bending moment w.r.t principal axis 1
rotorse.rs.strains.M2,N*m,"[ 1.51173932e+06  1.42465961e+06  1.37646863e+06  1.27199407e+06
  1.10833119e+06  8.79415563e+05  7.34307052e+05  6.38314296e+05
  5.70153183e+05  4.85690510e+05  3.58138644e+05  2.31868517e+05
  1.40375004e+05  8.17542660e+04  4.63655237e+04  2.51049415e+04
  1.41955590e+04  7.95432026e+03  1.21228658e+03 -4.99733253e+03
 -7.49337101e+03 -8.07278566e+03 -7.31476403e+03 -5.37270280e+03
  1.66200017e+03  3.69283505e+03  5.41581887e+02 -5.22119343e+02
 -1.82026694e+02  2.10854455e-03]",distribution along blade span of bending moment w.r.t principal axis 2
rotorse.rs.strains.F3,N,"[ 1.54277690e+05  1.57590188e+05  1.56603118e+05  1.53217215e+05
  1.48728758e+05  1.43830438e+05  1.39016429e+05  1.33919968e+05
  1.28024232e+05  1.21459483e+05  1.14522445e+05  1.07382261e+05
  1.00120720e+05  9.26969580e+04  8.50419092e+04  7.71792573e+04
  6.92378866e+04  6.13681289e+04  5.36580372e+04  4.61307145e+04
  3.87952690e+04  3.15446807e+04  2.44165230e+04  1.76220544e+04
  1.16965864e+04  6.90797336e+03  3.37605946e+03  1.27747300e+03
  3.08244110e+02 -1.64845915e-12]",axial resultant along blade span
rotorse.xu_spar,,"[-0.02268714 -0.0252493   1.46289242  1.23421079  0.97237538  0.82097597
  0.70679661  0.62695329  0.57086878  0.52140867  0.46286527  0.40756991
  0.3653459   0.33818897  0.3166545   0.30008812  0.28599041  0.26811664
  0.24735897  0.22778564  0.21262284  0.19973898  0.1895174   0.18151006
  0.17447438  0.16759166  0.14681554  0.10666099 -0.00235524  0.00286897]",x-position of midpoint of spar cap on upper surface for strain calculation
rotorse.xl_spar,,"[-0.02268714 -0.0252493  -1.20127716 -1.16248462 -1.02623492 -0.9229185
 -0.82348158 -0.73718112 -0.668713   -0.60562817 -0.5316268  -0.4630643
 -0.4139848  -0.38530972 -0.36020051 -0.33840962 -0.31544505 -0.28774762
 -0.2587586  -0.23293002 -0.21411558 -0.19963471 -0.18777819 -0.17863578
 -0.17118593 -0.16401228 -0.14301877 -0.10056829 -0.00235524  0.00286897]",x-position of midpoint of spar cap on lower surface for strain calculation
rotorse.yu_spar,,"[-1.29992757e+00 -1.52772013e+00  5.08248201e-01  1.25666035e-01
 -1.43398454e-01 -2.07204626e-01 -1.87397537e-01 -1.52889172e-01
 -1.23322076e-01 -1.26538929e-01 -1.36532410e-01 -1.37872156e-01
 -1.41799586e-01 -1.53957656e-01 -1.64114844e-01 -1.48662093e-01
 -1.03263616e-01 -5.91995643e-02 -3.41357532e-02 -1.95687952e-02
 -5.19399278e-03 -1.97182290e-03 -3.02868377e-03 -6.11512923e-03
  1.89828521e-03 -6.28249243e-04 -6.88844678e-03  2.72455047e-03
 -3.48824516e-01 -9.79741588e-02]",y-position of midpoint of spar cap on upper surface for strain calculation
rotorse.yl_spar,,"[-1.29992757 -1.52772013 -1.16831998 -1.09910072 -1.0513094  -0.93542206
 -0.75418991 -0.59167936 -0.46408745 -0.38935105 -0.32654773 -0.26895367
 -0.23342191 -0.22303956 -0.21741802 -0.19084716 -0.13774457 -0.08741722
 -0.05676062 -0.03799688 -0.02100923 -0.01663863 -0.02021217 -0.02632937
 -0.02067198 -0.02373038 -0.02162026  0.00179113 -0.34882452 -0.09797416]",y-position of midpoint of spar cap on lower surface for strain calculation
rotorse.xu_te,,"[-0.02268714 -0.0252493  -0.37193634 -0.52069262 -0.57401789 -0.49304611
 -0.43240426 -0.31138398 -0.18039595 -0.12492352 -0.08950475 -0.05456243
 -0.03287824 -0.02764455 -0.02134916 -0.01610085 -0.01246609 -0.01497134
 -0.02135147 -0.02752059 -0.03147502 -0.03637511 -0.04230561 -0.04834199
 -0.05323891 -0.05495367 -0.04461338 -0.02524042 -0.00235524  0.00286897]",x-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.xl_te,,"[-0.02268714 -0.0252493  -0.37193634 -0.52069262 -0.57401789 -0.49304611
 -0.43240426 -0.31138398 -0.18039595 -0.12492352 -0.08950475 -0.05456243
 -0.03287824 -0.02764455 -0.02134916 -0.01610085 -0.01246609 -0.01497134
 -0.02135147 -0.02752059 -0.03147502 -0.03637511 -0.04230561 -0.04834199
 -0.05323891 -0.05495367 -0.04461338 -0.02524042 -0.00235524  0.00286897]",x-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.yu_te,,"[-1.29992757 -1.52772013 -1.71406283 -1.75407894 -1.74636681 -1.63133573
 -1.46136957 -1.3258601  -1.21944122 -1.14285549 -1.06045982 -0.98025321
 -0.92706365 -0.92017382 -0.92528223 -0.90969721 -0.86907462 -0.82641626
 -0.79862932 -0.78113069 -0.76189722 -0.75748883 -0.76013116 -0.75725845
 -0.7365518  -0.71917638 -0.66428153 -0.55597723 -0.34882452 -0.09797416]",y-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.yl_te,,"[-1.29992757 -1.52772013 -1.71406283 -1.75407894 -1.74636681 -1.63133573
 -1.46136957 -1.3258601  -1.21944122 -1.14285549 -1.06045982 -0.98025321
 -0.92706365 -0.92017382 -0.92528223 -0.90969721 -0.86907462 -0.82641626
 -0.79862932 -0.78113069 -0.76189722 -0.75748883 -0.76013116 -0.75725845
 -0.7365518  -0.71917638 -0.66428153 -0.55597723 -0.34882452 -0.09797416]",y-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.rs.tip_pos.dx_tip,m,[2.79688327],deflection at tip in blade x-direction
rotorse.rs.tip_pos.dy_tip,m,[-0.62036425],deflection at tip in blade y-direction
rotorse.rs.tip_pos.dz_tip,m,[-0.00123551],deflection at tip in blade z-direction
rotorse.rs.tip_pos.3d_curv_tip,deg,[15.50237621],total coning angle including precone and curvature
rotorse.rs.tip_pos.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.aero_hub_loads.V_load,m/s,[23.3010005],
rotorse.rs.aero_hub_loads.nSector,Unavailable,4,
rotorse.rs.constr.strainU_spar,,"[ 9.39009168e-05  4.66414417e-05 -5.57295491e-04 -8.48584240e-04
 -1.15138141e-03 -1.54963930e-03 -1.88349660e-03 -1.81768315e-03
 -1.69808470e-03 -1.72943161e-03 -1.85233602e-03 -2.03465279e-03
 -2.19340098e-03 -2.23158137e-03 -2.19874362e-03 -2.12083700e-03
 -2.02166763e-03 -1.95922153e-03 -1.92898014e-03 -1.86821387e-03
 -1.73479771e-03 -1.50666128e-03 -1.29778574e-03 -1.07560921e-03
 -8.89099385e-04 -6.95269323e-04 -6.88697358e-04 -7.95682528e-04
  7.87516726e-05 -2.60799063e-07]","strain in spar cap on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_spar,,"[ 9.39009168e-05  4.66414417e-05  4.36511591e-04  6.70969442e-04
  9.64278231e-04  1.32823179e-03  1.65083900e-03  1.61458510e-03
  1.51797268e-03  1.56461547e-03  1.71076939e-03  1.90340650e-03
  2.07480338e-03  2.12133694e-03  2.08130381e-03  2.01462107e-03
  1.94066487e-03  1.89725869e-03  1.86681997e-03  1.79550340e-03
  1.66692551e-03  1.44387612e-03  1.22981391e-03  1.00827599e-03
  8.26178982e-04  6.43939911e-04  6.40310018e-04  7.34337849e-04
  7.87516726e-05 -2.60799063e-07]","strain in spar cap on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.constr.strainU_te,,"[ 9.39009168e-05  4.66414417e-05  1.52535734e-04  1.95722023e-04
  3.56012704e-04  3.83482249e-04  3.75945264e-04  8.17310013e-05
 -2.85295328e-04 -3.92235870e-04 -4.08773593e-04 -5.06432178e-04
 -6.01531010e-04 -6.34928008e-04 -6.67865356e-04 -6.83899628e-04
 -6.86813766e-04 -6.56333632e-04 -5.88644707e-04 -5.17800854e-04
 -4.62685124e-04 -3.43300454e-04 -2.53821434e-04 -1.54052479e-04
 -4.28193733e-04 -2.08986580e-04 -6.07245807e-05  3.40017729e-05
  7.87516726e-05 -2.60799063e-07]","strain in trailing edge on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_te,,"[ 9.39009168e-05  4.66414417e-05  1.52535734e-04  1.95722023e-04
  3.56012704e-04  3.83482249e-04  3.75945264e-04  8.17310013e-05
 -2.85295328e-04 -3.92235870e-04 -4.08773593e-04 -5.06432178e-04
 -6.01531010e-04 -6.34928008e-04 -6.67865356e-04 -6.83899628e-04
 -6.86813766e-04 -6.56333632e-04 -5.88644707e-04 -5.17800854e-04
 -4.62685124e-04 -3.43300454e-04 -2.53821434e-04 -1.54052479e-04
 -4.28193733e-04 -2.08986580e-04 -6.07245807e-05  3.40017729e-05
  7.87516726e-05 -2.60799063e-07]","strain in trailing edge on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.constr.max_strainU_spar,,[0.0035],maximum strain in spar cap suction side
rotorse.rs.constr.max_strainL_spar,,[0.0035],maximum strain in spar cap pressure side
rotorse.rs.constr.max_strainU_te,,[0.004],maximum strain in spar cap suction side
rotorse.rs.constr.max_strainL_te,,[0.004],maximum strain in spar cap pressure side
rotorse.rs.constr.s_opt_spar_cap_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap suction side
rotorse.rs.constr.s_opt_spar_cap_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap pressure side
rotorse.rs.constr.s_opt_te_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge suction side
rotorse.rs.constr.s_opt_te_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge pressure side
rotorse.rs.constr.rated_Omega,rpm,[15.76097495],rotor rotation speed at rated
rotorse.rs.constr.flap_mode_freqs,Hz,[ 1.53352771  5.06728503 10.74289263 18.21927139 24.38104464],Frequencies associated with mode shapes in the flap direction
rotorse.rs.constr.edge_mode_freqs,Hz,[ 2.58623414  8.17724956 17.00796288 28.98060616 43.27291829],Frequencies associated with mode shapes in the edge direction
rotorse.rs.constr.blade_number,Unavailable,3,
rotorse.rs.brs.rootD,m,[2.6],Blade root outer diameter / Chord at blade span station 0
