variables,units,values,description
rotorse.rp.aep.P,W,"[  42547.08588814   50035.6519523    58209.43017359   67019.12584314
   76415.4442521    86349.09069158   96770.77045275  107631.18882672
  118881.05110463  130773.03752187  143579.29955469  157186.43807061
  171480.28578937  186346.6754307   201671.43971434  217340.41136002
  233375.0773274   250040.9331412   267363.94032267  285358.7582904
  304040.04646295  323422.46425891  343574.2911607   364793.82566011
  387025.77587873  410151.69352858  434053.13032173  458621.43908213
  484183.26814778  510836.62307774  538429.1821744   566808.62374018
  596080.89574237  626532.28968481  657937.67675655  690176.92565191
  723621.50798067  757963.55853962  793425.93309156  829899.46644293
  867477.91985647  906104.51328561  945883.76818795  986661.67980545
 1028642.61316529 1071791.307868   1115994.24683305 1161343.73291017
 1207932.07223858 1255516.51528305 1304022.50698087 1353812.48293395
 1405248.90198947 1458694.22299463 1526286.07041314 1604718.95511923
 1670441.10592372 1699899.76076679 1700000.02708389 1700000.03785632
 1700000.03544692 1700000.02948875 1700000.0214514  1700000.01280449
 1700000.00501762 1699999.99956037 1699999.99838983 1700000.02982377
 1700000.09965932 1700000.19388725 1700000.29849835 1700000.39948339
 1700000.48283316 1700000.53453843 1700000.54338317 1700000.5291533
 1700000.49967151 1700000.45605129 1700000.39940614 1700000.33084954
 1700000.25149498 1700000.16245596 1700000.06484597 1699999.88473831
 1699999.49029384 1699998.93470757 1699998.27737649 1699997.57769762
 1699996.89506795 1699996.28888448 1699995.81854424 1699995.5434442
 1699995.57817978 1699996.36418872 1699997.83206993 1699999.79325222
 1700002.05916441 1700004.44123531 1700006.75089373 1700008.79956848
 1700010.39868837 1700011.35968221 1700011.54511324 1700011.44216056
 1700011.23180141 1700010.93003564 1700010.55286314 1700010.11628378
 1700009.63629744 1700009.12890398 1700008.61010329 1700008.09589523
 1700007.60227969 1700007.10796562 1700006.50071278 1700005.80099044
 1700005.04210739 1700004.25737239 1700003.48009425 1700002.74358173
 1700002.08114362 1700001.5260887  1700001.11172575 1700000.87136355
 1700000.82464936 1700000.83069706 1700000.84370923 1700000.86349417
 1700000.88986015 1700000.92261545 1700000.96156836 1700001.00652716
 1700001.05730013 1700001.11369556 1700001.17552172 1700001.24258689
 1700001.36175002 1700001.73164004 1700002.3300878  1700003.10541044
 1700004.00592508 1700004.97994887 1700005.97579893 1700006.94179239
 1700007.82624639 1700008.57747806 1700009.14380453 1700009.47354294
 1700009.52251498 1700009.34617541 1700008.98744046 1700008.47123923
 1700007.82250082 1700007.06615433 1700006.22712888 1700005.33035356
 1700004.40075748 1700003.46326975 1700002.54281945 1700001.66433571
 1700000.85274762 1700000.05228434 1699999.13703176 1699998.13496527
 1699997.07790751 1699995.99768111 1699994.9261087  1699993.89501291
 1699992.93621636 1699992.0815417  1699991.36281154 1699990.81184852
 1699990.46047527 1699990.34055323 1699990.5390099  1699991.08132358
 1699991.9165785  1699992.99385887 1699994.26224889 1699995.67083277
 1699997.16869473 1699998.70491898 1700000.22858973 1700001.6887912
 1700003.03460758 1700004.2151231  1700005.17979885 1700006.02360807
 1700006.84784842 1700007.65047097 1700008.42942681 1700009.18266701
 1700009.90814267 1700010.60380485 1700011.26760464 1700011.89749313
 1700012.49142138 1700013.04734049 1700013.56320154 1700014.0369556 ]",power curve (power)
rotorse.rp.aep.lossFactor,,[1.],"multiplicative factor for availability and other losses (soiling, array, etc.)"
rotorse.s,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]","1D array of the non-dimensional spanwise grid defined along blade axis (0-blade root, 1-blade tip)"
rotorse.stall_check.aoa_along_span,deg,"[46.70008374 37.7296602  26.4079118  15.00427043  8.59278323  6.93789377
  6.49163171  6.71390073  7.11913528  7.31552797  7.59505926  7.9675662
  8.13712373  8.01803849  7.81379053  7.55035961  7.36666866  7.08783047
  6.90076652  6.6341155   6.43868167  6.10093211  5.70087334  5.27160282
  4.89374605  4.49427662  4.8237505   6.01544833  7.91320241 11.07653213]",Angle of attack along blade span
rotorse.stall_check.stall_margin,deg,[0.99923839],Minimum margin from the stall angle
rotorse.stall_check.min_s,,[0.25],Minimum nondimensional coordinate along blade span where to define the constraint (blade root typically stalls)
rotorse.rs.aero_gust.V_load,m/s,[19.21295752],
rotorse.rs.Omega_load,rpm,[14.73574299],
rotorse.rs.pitch_load,deg,[0.01793628],
rotorse.rs.aero_gust.azimuth_load,deg,[0.],
rotorse.rs.tot_loads_gust.aeroloads_Px,N/m,"[ 240.94422752  361.16221865  670.45858865 1003.63230027 1284.02081179
 1422.3635676  1597.06513455 1901.26818247 2239.47422578 2511.98972199
 2618.58129548 2526.35658233 2424.67566457 2454.87541328 2533.3372945
 2670.32678311 2829.32840062 3027.20645685 3188.16393303 3217.81727345
 3398.46676162 3737.68246447 4162.89987745 4726.54301344 5469.48662128
 6359.51013902 6196.78529988 4813.00722022 2807.0980605   774.7943731 ]",distributed loads in blade-aligned x-direction
rotorse.rs.tot_loads_gust.aeroloads_Py,N/m,"[   48.01637767    74.68486534   -39.35802578  -313.56516854
  -486.53020978  -680.04668707  -819.4192641   -824.87826054
  -788.97948411  -783.07331636  -759.00237359  -655.55556969
  -564.74746362  -536.9707584   -529.19784628  -542.34149088
  -551.03700083  -563.40223783  -564.68292006  -540.38630448
  -577.37789079  -648.88126217  -750.68543996  -881.55045615
 -1064.27297247 -1251.12159662 -1145.3303667   -781.13619235
  -353.70486038   -58.72012634]",distributed loads in blade-aligned y-direction
rotorse.rs.tot_loads_gust.aeroloads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",distributed loads in blade-aligned z-direction
rotorse.rs.tot_loads_gust.aeroloads_Omega,rpm,[14.73574299],rotor rotation speed
rotorse.rs.tot_loads_gust.aeroloads_pitch,deg,[0.01793628],pitch angle
rotorse.rs.tot_loads_gust.aeroloads_azimuth,deg,[0.],azimuthal angle
rotorse.rs.3d_curv,deg,"[ 3.          3.          3.00323263  3.07907006  3.2439711   3.38846005
  3.51794552  3.65498043  3.79067211  3.93634317  4.08660192  4.26029191
  4.45858851  4.65504674  4.86812318  5.09282166  5.35110325  5.62863667
  5.93644271  6.27436253  6.63982249  7.05357379  7.52082331  8.04113904
  8.62977089  9.33572701 10.13818029 11.07398857 12.32468725 13.07104704]",total cone angle from precone and curvature
rotorse.rs.z_az,m,"[ 2.          3.71872087  5.43744174  7.15616261  8.87488348 10.59360434
 12.31232521 14.03104608 15.74976695 17.46848782 19.18720869 20.90592956
 22.62465043 24.3433713  26.06209216 27.78081303 29.4995339  31.21825477
 32.93697564 34.65569651 36.37441738 38.09313825 39.81185911 41.53057998
 43.24930085 44.96802172 46.68674259 48.40546346 50.12418433 51.8429052 ]",location of blade in azimuth z-coordinate system
rotorse.rhoA,kg/m,"[983.99411473 855.89076933 629.69465246 433.28347613 336.55613868
 247.77911379 188.05366015 178.16109343 174.7991804  162.76699685
 149.15989879 135.9118727  125.12511033 118.44868463 113.4342213
 107.91517933 100.65821047  92.6706317   84.81242856  77.91718036
  71.65932173  68.78060991  63.16067588  57.14108302  43.74759547
  34.70149004  21.03614002  10.72053792   3.37425277   1.00490787]",mass per unit length
rotorse.rs.tot_loads_gust.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.x_az,m,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.93940887e-04
 -4.74379310e-03 -1.48310345e-02 -2.80497044e-02 -4.59059113e-02
 -6.73467980e-02 -9.33451232e-02 -1.23527488e-01 -1.58543399e-01
 -1.99150690e-01 -2.46070148e-01 -2.98472562e-01 -3.58187833e-01
 -4.24086995e-01 -4.99321773e-01 -5.81902660e-01 -6.75648966e-01
 -7.78562512e-01 -8.94316207e-01 -1.02216493e+00 -1.16611172e+00
 -1.32539527e+00 -1.50497089e+00 -1.70707828e+00 -1.93547803e+00
 -2.19474517e+00 -2.50000000e+00]",location of blade in azimuth x-coordinate system (prebend)
rotorse.rs.y_az,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",location of blade in azimuth y-coordinate system (sweep)
rotorse.rs.frame.Px_af,N/m,"[ 756.76837077  966.84504551 1258.56439387 1566.62207393 1852.57194637
 1969.08486118 2106.56209998 2421.88024621 2783.89752437 3067.06824886
 3174.66790263 3077.57011053 2981.06741207 3034.91545749 3145.78494921
 3312.51783099 3490.96775005 3699.76670618 3867.95413308 3907.54653694
 4099.49226494 4483.37189819 4924.79339751 5495.74288737 6130.81982133
 6951.93975647 6592.63081594 5021.59470857 2865.73385833  792.81078967]",distributed load (force per unit length) in airfoil x-direction
rotorse.rs.frame.Py_af,N/m,"[  326.75559422   417.99170158   375.29235691   153.92748132
    15.98872873  -212.59112134  -407.88918644  -453.16521023
  -459.69248673  -494.66985898  -528.35748645  -487.36840582
  -442.22474545  -438.80131656  -449.04990031  -476.09610081
  -495.84409539  -516.38224406  -526.30572129  -510.67074953
  -552.28830703  -622.57194826  -714.20165508  -827.17184569
  -989.95902605 -1162.6079524  -1129.86003845  -887.47363464
  -508.03713677  -131.33381881]",distributed load (force per unit length) in airfoil y-direction
rotorse.rs.frame.Pz_af,N/m,"[-4963.6851088   -819.39993724  1970.71624854  3126.16026744
  3802.25895287  3810.65755938  3659.5576764   4193.83339194
  4827.53707153  5158.69062783  5335.13674899  5414.55979732
  5493.688471    5681.95931241  5901.94353567  6052.42565929
  6052.86908538  5947.0155073   5784.62193365  5627.56504016
  5462.77436977  5517.71696483  5317.42200142  5035.78669996
  4026.26243085  3327.27057596  2096.65353999  1108.15018654
   360.64068099   111.08467115]",distributed load (force per unit length) in airfoil z-direction
rotorse.A,m**2,"[ 8.16762079  9.59851598 10.16168004 14.741667   13.50432096 12.40978344
 11.35576539 10.31562083  9.46332954  8.67644607  7.6986164   6.7238542
  5.97292488  5.57552025  5.31448846  5.1101641   4.90532527  4.64442321
  4.33023322  4.03872805  3.83789538  3.76442174  3.73646475  3.71655817
  3.70248213  3.68569     3.33271333  2.55167273  1.40887381  0.41958575]",airfoil cross section material area
rotorse.EA,N,"[1.15682283e+10 1.00459983e+10 7.37089795e+09 4.97293928e+09
 3.93943975e+09 3.06267441e+09 2.50962272e+09 2.53808305e+09
 2.64502156e+09 2.54625233e+09 2.42305409e+09 2.29678939e+09
 2.19381815e+09 2.13470270e+09 2.08795769e+09 2.00451778e+09
 1.87307656e+09 1.72866921e+09 1.59305244e+09 1.47488630e+09
 1.36006584e+09 1.30906434e+09 1.19219355e+09 1.06480098e+09
 7.93764056e+08 6.06987378e+08 3.33095585e+08 1.41761902e+08
 3.07025725e+07 9.14373009e+06]",axial stiffness
rotorse.EIxx,N*m**2,"[9.28532548e+09 1.14618849e+10 1.03187119e+10 7.30393618e+09
 5.84061745e+09 4.16838328e+09 2.81346973e+09 2.12100244e+09
 1.64849443e+09 1.29300695e+09 9.82137090e+08 7.18714928e+08
 5.61131011e+08 5.01468863e+08 4.61819098e+08 3.95586562e+08
 2.99746017e+08 2.16536213e+08 1.63843270e+08 1.32088308e+08
 1.09249377e+08 1.05573477e+08 9.09707107e+07 8.13697361e+07
 2.88582267e+07 2.12622690e+07 1.28546546e+07 5.69535009e+06
 1.21467095e+06 3.18091767e+04]",edgewise stiffness (bending about :ref:`x-axis of airfoil aligned coordinate system <blade_airfoil_coord>`)
rotorse.EIyy,N*m**2,"[9.28495996e+09 1.12319042e+10 8.34550686e+09 4.33115860e+09
 2.45038877e+09 1.46958133e+09 9.52191693e+08 7.72446904e+08
 6.60820276e+08 5.13638192e+08 3.60729368e+08 2.45208104e+08
 1.74527307e+08 1.40226704e+08 1.18519192e+08 1.02095879e+08
 8.69077523e+07 6.93067813e+07 5.16199906e+07 3.81341056e+07
 2.97353567e+07 2.56505503e+07 2.19174144e+07 1.83638469e+07
 1.41116418e+07 1.04854554e+07 4.54367426e+06 9.71670464e+05
 6.73446123e+04 1.76265280e+03]",flapwise stiffness (bending about y-axis of airfoil aligned coordinate system)
rotorse.EIxy,N*m**2,"[ 1.01201645e+05  8.99707260e+07  7.28794216e+08  1.28290067e+09
  1.11210818e+09  7.77035687e+08  5.20955349e+08  3.82537394e+08
  2.92243934e+08  2.07849977e+08  1.27450069e+08  7.57472357e+07
  4.98506297e+07  4.03209734e+07  3.44178071e+07  2.73929112e+07
  1.88577726e+07  1.19048391e+07  7.81602425e+06  5.80370207e+06
  4.69321669e+06  4.38046499e+06  3.51887375e+06  2.94964292e+06
  1.37053445e+06  9.46735061e+05  2.71874624e+05 -4.32836393e+04
 -4.24202385e+04 -2.24925037e+03]",coupled flap-edge stiffness
rotorse.GJ,N*m**2,"[8.02274015e+09 9.79829138e+09 7.89369597e+09 3.93045305e+09
 2.23009227e+09 1.10179159e+09 4.42191723e+08 2.32859755e+08
 1.16470227e+08 5.71231124e+07 3.59061385e+07 2.25231777e+07
 1.49060379e+07 1.15024427e+07 9.55251445e+06 8.30584206e+06
 7.33043196e+06 6.08898864e+06 4.80971882e+06 3.82317170e+06
 3.12344031e+06 2.92969045e+06 2.65775425e+06 2.36328106e+06
 1.54708659e+06 1.35740627e+06 8.61907326e+05 3.72682144e+05
 9.17487331e+04 2.82328683e+03]",torsional stiffness (about axial z-direction of airfoil aligned coordinate system)
rotorse.rhoJ,kg*m,"[1.57996531e+03 1.93383387e+03 1.59477840e+03 9.69493663e+02
 6.78816313e+02 4.31227119e+02 2.67767656e+02 1.98848393e+02
 1.53619526e+02 1.16766920e+02 8.39209039e+01 5.80021075e+01
 4.24406662e+01 3.56667569e+01 3.14149130e+01 2.68314737e+01
 2.11928356e+01 1.60042167e+01 1.21751926e+01 9.62255516e+00
 7.90819160e+00 7.45073453e+00 6.58444120e+00 5.96868038e+00
 3.24136231e+00 2.67107133e+00 1.69151581e+00 7.42982628e-01
 1.40985889e-01 3.69747045e-03]",polar mass moment of inertia per unit length
rotorse.x_ec,m,"[-1.90819582e-16  3.71230824e-16  3.88578059e-16  4.80077851e-04
 -2.27888621e-04 -9.07954643e-04 -1.53484515e-03 -1.60969223e-03
 -1.29606688e-03 -9.66177214e-04 -5.80191518e-04 -2.85255295e-04
 -1.14486745e-04 -7.08053921e-05 -7.04696382e-05 -3.76429383e-05
  4.23560533e-05  7.29248925e-05  4.13097582e-05 -1.36604700e-06
 -2.08720364e-05 -3.20523447e-05 -2.83179633e-05 -2.51183574e-05
 -4.25866214e-05 -4.50050989e-05 -6.64357294e-05 -1.06220398e-04
 -1.38777878e-17  2.60208521e-18]",x-distance to elastic center from point about which above structural properties are computed (airfoil aligned coordinate system)
rotorse.y_ec,m,"[ 6.24771502e-17 -6.93889390e-17 -1.11022302e-16  2.07651497e-03
 -2.44161353e-03 -4.54797635e-03 -4.98869274e-03 -4.33398435e-03
 -3.60518400e-03 -3.72015224e-03 -3.52531093e-03 -3.09084690e-03
 -2.94389200e-03 -3.31379969e-03 -3.77666051e-03 -3.79541916e-03
 -3.12796817e-03 -2.34097992e-03 -1.87650845e-03 -1.74174366e-03
 -1.67345495e-03 -1.63249380e-03 -1.66412100e-03 -1.66410604e-03
 -1.72146143e-03 -1.78317260e-03 -2.62934361e-03 -5.99087576e-03
 -2.77555756e-17 -2.08166817e-17]",y-distance to elastic center from point about which above structural properties are computed
rotorse.rs.strains.EI11,N*m**2,"[9.28493381e+09 1.12008894e+10 8.10551836e+09 3.85408432e+09
 2.11814007e+09 1.26184766e+09 8.16301888e+08 6.71491698e+08
 5.80826502e+08 4.61671656e+08 3.35605253e+08 2.33385843e+08
 1.68202635e+08 1.35780706e+08 1.15102418e+08 9.95608623e+07
 8.52496540e+07 6.83502625e+07 5.10781960e+07 3.77769428e+07
 2.94592957e+07 2.54111757e+07 2.17385562e+07 1.82260567e+07
 1.39853366e+07 1.04029102e+07 4.53478988e+06 9.71270200e+05
 6.57783417e+04 1.59520947e+03]",stiffness w.r.t principal axis 1
rotorse.rs.strains.EI22,N*m**2,"[9.28535163e+09 1.14928997e+10 1.05587004e+10 7.78098788e+09
 6.17284247e+09 4.37605108e+09 2.94929116e+09 2.22190340e+09
 1.72844938e+09 1.34493587e+09 1.00723028e+09 7.30515059e+08
 5.67436641e+08 5.05891409e+08 4.65206081e+08 3.98092700e+08
 3.01385785e+08 2.17483249e+08 1.64379453e+08 1.32440997e+08
 1.09521628e+08 1.05809362e+08 9.11462663e+07 8.15045770e+07
 2.89821782e+07 2.13428829e+07 1.28612346e+07 5.69066083e+06
 1.21623722e+06 3.19766200e+04]",stiffness w.r.t principal axis 2
rotorse.rs.strains.alpha,deg,"[14.48779603 19.0201679  18.22647077 20.39876391 16.63383883 14.96755307
 14.61958787 14.78355709 15.3079927  14.0372691  11.15175074  8.87097462
  7.23069902  6.29237     5.66944723  5.28730049  5.02481985  4.59352179
  3.96522885  3.52157296  3.3663598   3.12790126  2.90976997  2.67460901
  5.26553383  4.98315947  1.87174972 -0.52661004 -2.11455538 -4.25747714]",Angle between blade c.s. and principal axes
rotorse.rs.strains.M1,N*m,"[-4.30128126e+06 -4.03708212e+06 -3.74031858e+06 -3.49814035e+06
 -3.30707544e+06 -3.15989557e+06 -2.96760530e+06 -2.75837157e+06
 -2.54002381e+06 -2.32622481e+06 -2.12443615e+06 -1.92359811e+06
 -1.72306197e+06 -1.52919326e+06 -1.34557026e+06 -1.17320913e+06
 -1.01221907e+06 -8.62416346e+05 -7.23729942e+05 -5.96367032e+05
 -4.80335390e+05 -3.75368729e+05 -2.81452616e+05 -1.98991576e+05
 -1.29237861e+05 -7.35889948e+04 -3.43965860e+04 -1.15944307e+04
 -1.90653292e+03  5.51313834e-01]",distribution along blade span of bending moment w.r.t principal axis 1
rotorse.rs.strains.M2,N*m,"[ 2.19520152e+06  2.06581953e+06  2.00564162e+06  1.85059678e+06
  1.60510231e+06  1.25707391e+06  1.00310313e+06  8.00928617e+05
  6.46801520e+05  5.02873526e+05  3.29344072e+05  1.71302677e+05
  6.62142781e+04  6.39773996e+03 -2.41800315e+04 -3.96292248e+04
 -4.57858057e+04 -4.83263513e+04 -5.02200828e+04 -4.91234518e+04
 -4.33131983e+04 -3.54490330e+04 -2.71981450e+04 -1.90517716e+04
 -8.76130022e+03 -2.78269453e+03 -2.03411989e+03 -1.24085716e+03
 -2.90796660e+02  6.65587819e-03]",distribution along blade span of bending moment w.r.t principal axis 2
rotorse.rs.strains.F3,N,"[ 2.00829275e+05  2.05799027e+05  2.04809632e+05  2.00429580e+05
  1.94475575e+05  1.87933340e+05  1.81513736e+05  1.74764847e+05
  1.67012242e+05  1.58430478e+05  1.49412504e+05  1.40174646e+05
  1.30800535e+05  1.21196630e+05  1.11241889e+05  1.00968783e+05
  9.05659778e+04  8.02537578e+04  7.01720585e+04  6.03648820e+04
  5.08342884e+04  4.13980944e+04  3.20868105e+04  2.31896776e+04
  1.54021161e+04  9.08278438e+03  4.42168163e+03  1.66760177e+03
  4.05381852e+02 -2.04636308e-12]",axial resultant along blade span
rotorse.xu_spar,,"[-0.02268714 -0.02996699  1.47315858  1.24181412  0.97667254  0.82064125
  0.69753233  0.6083479   0.54432005  0.48924859  0.42645228  0.36878616
  0.32586496  0.30073866  0.28210993  0.26788489  0.25484959  0.23668174
  0.21345884  0.19086675  0.17445135  0.16509781  0.16162357  0.15664341
  0.15213474  0.14950587  0.13336015  0.09689725  0.00474497  0.00485975]",x-position of midpoint of spar cap on upper surface for strain calculation
rotorse.xl_spar,,"[-0.02268714 -0.02996699 -1.20650075 -1.1714598  -1.03262608 -0.91965757
 -0.80031239 -0.69667095 -0.61817995 -0.55090942 -0.47573501 -0.40780353
 -0.36048028 -0.33221639 -0.30962213 -0.29095447 -0.27228485 -0.24743445
 -0.21807469 -0.19093701 -0.17193036 -0.16179522 -0.15977774 -0.15334167
 -0.14924078 -0.14609845 -0.12935262 -0.09102843  0.00474497  0.00485975]",x-position of midpoint of spar cap on lower surface for strain calculation
rotorse.yu_spar,,"[-1.29992757 -1.53781493  0.52263094  0.13292308 -0.14147383 -0.21015687
 -0.19526208 -0.16612741 -0.14020646 -0.13983603 -0.14148687 -0.13517499
 -0.13351206 -0.14226823 -0.15066394 -0.1372746  -0.09758899 -0.05450083
 -0.02071084  0.00262003  0.02193101  0.0247329  -0.00508728 -0.00732688
 -0.00215364 -0.00404437 -0.00805866  0.00480558 -0.32965953 -0.09805869]",y-position of midpoint of spar cap on upper surface for strain calculation
rotorse.yl_spar,,"[-1.29992757 -1.53781493 -1.18440188 -1.11131276 -1.05920342 -0.93087202
 -0.72265184 -0.53706407 -0.39972972 -0.32588441 -0.26637307 -0.21394991
 -0.17314985 -0.15651467 -0.15251018 -0.1331944  -0.09173068 -0.04691151
 -0.01369718  0.00904678  0.02755762  0.02840205 -0.00536816 -0.01056391
 -0.00768563 -0.01057417 -0.0088315   0.01292841 -0.32965953 -0.09805869]",y-position of midpoint of spar cap on lower surface for strain calculation
rotorse.xu_te,,"[-0.02268714 -0.02996699 -0.38126722 -0.52952206 -0.57989392 -0.48824264
 -0.40594563 -0.26701631 -0.1583762  -0.0907301  -0.05065408 -0.03045087
 -0.01337598 -0.00582528 -0.0045244  -0.0007166   0.00126794 -0.00192439
 -0.00805677 -0.01362146 -0.01719738 -0.02137586 -0.02620447 -0.03113684
 -0.03600911 -0.0381774  -0.02988393 -0.01249109  0.00474497  0.00485975]",x-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.xl_te,,"[-0.02268714 -0.02996699 -0.38126722 -0.52952206 -0.57989392 -0.48824264
 -0.40594563 -0.26701631 -0.1583762  -0.0907301  -0.05065408 -0.03045087
 -0.01337598 -0.00582528 -0.0045244  -0.0007166   0.00126794 -0.00192439
 -0.00805677 -0.01362146 -0.01719738 -0.02137586 -0.02620447 -0.03113684
 -0.03600911 -0.0381774  -0.02988393 -0.01249109  0.00474497  0.00485975]",x-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.yu_te,,"[-1.29992757 -1.53781493 -1.72533736 -1.7628683  -1.75325852 -1.6306603
 -1.43910996 -1.2782648  -1.15056835 -1.06010137 -0.9670856  -0.8800417
 -0.82419686 -0.81863221 -0.82723972 -0.81844282 -0.78646992 -0.74809826
 -0.71636974 -0.69289491 -0.67305171 -0.67589712 -0.68553882 -0.68854489
 -0.67940429 -0.673686   -0.62959538 -0.53032778 -0.32965953 -0.09805869]",y-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.yl_te,,"[-1.29992757 -1.53781493 -1.72533736 -1.7628683  -1.75325852 -1.6306603
 -1.43910996 -1.2782648  -1.15056835 -1.06010137 -0.9670856  -0.8800417
 -0.82419686 -0.81863221 -0.82723972 -0.81844282 -0.78646992 -0.74809826
 -0.71636974 -0.69289491 -0.67305171 -0.67589712 -0.68553882 -0.68854489
 -0.67940429 -0.673686   -0.62959538 -0.53032778 -0.32965953 -0.09805869]",y-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.rs.tip_pos.dx_tip,m,[7.6978377],deflection at tip in blade x-direction
rotorse.rs.tip_pos.dy_tip,m,[-1.26600526],deflection at tip in blade y-direction
rotorse.rs.tip_pos.dz_tip,m,[-0.0020338],deflection at tip in blade z-direction
rotorse.rs.tip_pos.3d_curv_tip,deg,[13.07104704],total coning angle including precone and curvature
rotorse.rs.tip_pos.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.aero_hub_loads.V_load,m/s,[19.21295752],
rotorse.rs.aero_hub_loads.nSector,Unavailable,4,
rotorse.rs.constr.strainU_spar,,"[ 1.41053859e-04  7.21717341e-05 -7.79858591e-04 -1.18727139e-03
 -1.61112388e-03 -2.18515840e-03 -2.70083916e-03 -2.65730712e-03
 -2.52410856e-03 -2.61833071e-03 -2.86500682e-03 -3.21808469e-03
 -3.53269953e-03 -3.59759608e-03 -3.51540782e-03 -3.35386504e-03
 -3.17556823e-03 -3.08612112e-03 -3.08341467e-03 -3.04050449e-03
 -2.84319975e-03 -2.43555497e-03 -2.11919424e-03 -1.73387873e-03
 -1.41759561e-03 -1.06987097e-03 -1.02685901e-03 -1.16808837e-03
  1.23106155e-04 -8.20570409e-07]","strain in spar cap on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_spar,,"[ 1.41053859e-04  7.21717341e-05  6.15450813e-04  9.49557660e-04
  1.36278325e-03  1.88800387e-03  2.38638811e-03  2.38653434e-03
  2.28816391e-03  2.40064588e-03  2.68237372e-03  3.05231855e-03
  3.40584533e-03  3.47141395e-03  3.36295462e-03  3.20309696e-03
  3.05931853e-03  3.00337809e-03  3.01626520e-03  2.97538517e-03
  2.79439179e-03  2.38425760e-03  2.03153887e-03  1.64105655e-03
  1.34093181e-03  1.00508827e-03  9.63095211e-04  1.07641541e-03
  1.23106155e-04 -8.20570409e-07]","strain in spar cap on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.constr.strainU_te,,"[ 1.41053859e-04  7.21717341e-05  2.24244107e-04  2.89347435e-04
  5.14533461e-04  5.53916126e-04  5.43641458e-04  1.21912064e-04
 -2.92566500e-04 -5.21550226e-04 -6.17626714e-04 -7.26603678e-04
 -8.90763618e-04 -9.91754103e-04 -9.98805734e-04 -1.01182640e-03
 -1.00026027e-03 -9.43905453e-04 -8.50574939e-04 -7.55009109e-04
 -6.67976659e-04 -4.87621536e-04 -3.43340118e-04 -1.94105558e-04
 -4.69739169e-04 -2.47809843e-04 -4.23814027e-05  7.99178406e-05
  1.23106155e-04 -8.20570409e-07]","strain in trailing edge on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_te,,"[ 1.41053859e-04  7.21717341e-05  2.24244107e-04  2.89347435e-04
  5.14533461e-04  5.53916126e-04  5.43641458e-04  1.21912064e-04
 -2.92566500e-04 -5.21550226e-04 -6.17626714e-04 -7.26603678e-04
 -8.90763618e-04 -9.91754103e-04 -9.98805734e-04 -1.01182640e-03
 -1.00026027e-03 -9.43905453e-04 -8.50574939e-04 -7.55009109e-04
 -6.67976659e-04 -4.87621536e-04 -3.43340118e-04 -1.94105558e-04
 -4.69739169e-04 -2.47809843e-04 -4.23814027e-05  7.99178406e-05
  1.23106155e-04 -8.20570409e-07]","strain in trailing edge on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.constr.max_strainU_spar,,[0.0035],maximum strain in spar cap suction side
rotorse.rs.constr.max_strainL_spar,,[0.0035],maximum strain in spar cap pressure side
rotorse.rs.constr.max_strainU_te,,[0.004],maximum strain in spar cap suction side
rotorse.rs.constr.max_strainL_te,,[0.004],maximum strain in spar cap pressure side
rotorse.rs.constr.s_opt_spar_cap_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap suction side
