variables,units,values,description
rotorse.stall_check.stall_margin,deg,[0.99923839],Minimum margin from the stall angle
rotorse.stall_check.min_s,,[0.25],Minimum nondimensional coordinate along blade span where to define the constraint (blade root typically stalls)
rotorse.rs.aero_gust.V_load,m/s,[21.75401626],
rotorse.rs.Omega_load,rpm,[14.],
rotorse.rs.pitch_load,deg,[6.61750216],
rotorse.rs.aero_gust.azimuth_load,deg,[0.],
rotorse.rs.tot_loads_gust.aeroloads_Px,N/m,"[ 309.03928032  449.482104    782.09884053 1154.90013027 1457.44014758
 1585.58633856 1792.34447579 2192.17229352 2653.87611041 3040.95389223
 3262.61349983 3299.30023663 3211.6678014  3179.45006565 3280.40350671
 3333.60257815 3407.34779108 3461.52826105 3561.81356345 3684.78443517
 3917.53702443 4257.53734341 4958.13060645 6021.55219417 7014.58401034
 7854.71311755 7799.06202121 6526.78494981 4170.38151668 1067.94089342]",distributed loads in blade-aligned x-direction
rotorse.rs.tot_loads_gust.aeroloads_Py,N/m,"[   52.07492677    71.83031777  -123.65722091  -535.69920682
  -771.60206052 -1016.47381708 -1211.58336579 -1276.84588621
 -1299.62147776 -1347.68855424 -1376.44051685 -1322.00453565
 -1211.04146247 -1134.65917099 -1139.53776601 -1118.67730408
 -1098.88924172 -1070.62052537 -1062.46126554 -1071.42682583
 -1135.73586127 -1232.4319865  -1460.00832388 -1821.59929774
 -2143.79531242 -2358.69023259 -2250.83964604 -1821.43418182
 -1108.01352279  -245.43728869]",distributed loads in blade-aligned y-direction
rotorse.rs.tot_loads_gust.aeroloads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",distributed loads in blade-aligned z-direction
rotorse.rs.tot_loads_gust.aeroloads_Omega,rpm,[14.],rotor rotation speed
rotorse.rs.tot_loads_gust.aeroloads_pitch,deg,[6.61750216],pitch angle
rotorse.rs.tot_loads_gust.aeroloads_azimuth,deg,[0.],azimuthal angle
rotorse.rs.3d_curv,deg,"[ 3.          3.          3.00311179  3.07611418  3.23485083  3.37393862
  3.49858413  3.63049725  3.76111791  3.90134567  4.04599064  4.21319279
  4.40408443  4.59320864  4.79833414  5.01465154  5.26330594  5.53050094
  5.82685283  6.15220972  6.5041035   6.90251911  7.35248941  7.85360981
  8.42060335  9.10071641  9.87396279 10.77596379 11.98200136 12.70184926]",total cone angle from precone and curvature
rotorse.rs.z_az,m,"[ 2.          3.78546731  5.57093462  7.35640193  9.14186924 10.92733655
 12.71280386 14.49827117 16.28373848 18.06920579 19.8546731  21.64014041
 23.42560772 25.21107503 26.99654235 28.78200966 30.56747697 32.35294428
 34.13841159 35.9238789  37.70934621 39.49481352 41.28028083 43.06574814
 44.85121545 46.63668276 48.42215007 50.20761738 51.99308469 53.778552  ]",location of blade in azimuth z-coordinate system
rotorse.rhoA,kg/m,"[983.99411473 848.05620051 624.53548369 431.59696352 336.10029772
 249.69587282 193.51462968 187.58090106 187.6124855  180.46130066
 172.13828415 163.39938051 156.16954142 151.67210095 148.38323555
 144.98665738 140.11705029 133.38496717 125.14523413 117.96446351
 111.69152804 105.20853886  93.70714589  82.23838224  64.10145842
  51.9925663   40.16780253  27.57255928   3.73160584   1.00312724]",mass per unit length
rotorse.rs.tot_loads_gust.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.x_az,m,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.93940887e-04
 -4.74379310e-03 -1.48310345e-02 -2.80497044e-02 -4.59059113e-02
 -6.73467980e-02 -9.33451232e-02 -1.23527488e-01 -1.58543399e-01
 -1.99150690e-01 -2.46070148e-01 -2.98472562e-01 -3.58187833e-01
 -4.24086995e-01 -4.99321773e-01 -5.81902660e-01 -6.75648966e-01
 -7.78562512e-01 -8.94316207e-01 -1.02216493e+00 -1.16611172e+00
 -1.32539527e+00 -1.50497089e+00 -1.70707828e+00 -1.93547803e+00
 -2.19474517e+00 -2.50000000e+00]",location of blade in azimuth x-coordinate system (prebend)
rotorse.rs.y_az,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",location of blade in azimuth y-coordinate system (sweep)
rotorse.rs.frame.Px_af,N/m,"[ 751.91234904  959.1549076  1310.86520933 1738.57042048 2079.96677017
 2228.77871178 2432.04117737 2851.02858309 3339.30780359 3754.2617007
 4001.09760505 4051.11454901 3977.40128486 3976.24511677 4127.645385
 4230.7396393  4352.18022286 4444.18336438 4574.22662798 4734.76346541
 5016.72690695 5407.95659538 6118.46179471 7192.14178078 8085.56363321
 8866.47450261 8684.74592351 7199.85758931 4322.70708518 1102.43278055]",distributed load (force per unit length) in airfoil x-direction
rotorse.rs.frame.Py_af,N/m,"[  435.00133934   544.90127076   470.51973963   174.588219
    14.56837853  -257.98942126  -489.05225149  -542.77612248
  -547.52187489  -580.1815392   -628.07129714  -622.85092594
  -571.4473761   -534.17911954  -554.09723431  -551.37090153
  -538.87408179  -509.91766941  -492.91833444  -487.86431648
  -521.53657611  -571.91911205  -713.68109859  -945.40297467
 -1159.91196725 -1281.97038809 -1262.52584283 -1124.89193363
  -791.02482015  -193.91399059]",distributed load (force per unit length) in airfoil y-direction
rotorse.rs.frame.Pz_af,N/m,"[-5419.33650187 -1420.57847785  1347.2711818   2584.45438913
  3299.28426094  3406.82835184  3380.84827068  3994.76668545
  4712.9248285   5223.10429009  5639.92459024  5977.44228542
  6308.63627029  6705.13208552  7124.80044079  7513.2623763
  7793.0152884   7924.29129403  7908.17889493  7899.49505287
  7899.61952718  7835.21520021  7327.8445718   6735.51226877
  5485.43298086  4637.57672599  3726.17005215  2654.01695841
   371.61026872   103.36616066]",distributed load (force per unit length) in airfoil z-direction
rotorse.A,m**2,"[ 8.16762079  9.51065403 10.07842422 14.67916996 13.48099133 12.48242151
 11.70623089 11.01318583 10.49714489  9.9607716   9.13505181  8.22378045
  7.44960467  6.95398261  6.58028727  6.26101312  5.94316814  5.56713574
  5.12040307  4.70524284  4.41905404  4.32023765  4.28335838  4.25290677
  4.23007153  4.2082786   3.80174789  2.89842588  1.55808177  0.41884227]",airfoil cross section material area
rotorse.EA,N,"[1.15682283e+10 9.95404021e+09 7.31050716e+09 4.95536657e+09
 3.93542518e+09 3.08960551e+09 2.57285042e+09 2.63582900e+09
 2.76688705e+09 2.73944511e+09 2.71536277e+09 2.68495898e+09
 2.67405192e+09 2.69083179e+09 2.70928217e+09 2.69166932e+09
 2.62627888e+09 2.52326730e+09 2.39610954e+09 2.28692314e+09
 2.18238348e+09 2.05793166e+09 1.82007485e+09 1.58198342e+09
 1.21031061e+09 9.59015467e+08 7.28527519e+08 4.92989013e+08
 3.39541542e+07 9.12752801e+06]",axial stiffness
rotorse.EIxx,N*m**2,"[9.28532548e+09 1.11467949e+10 1.00676346e+10 7.21854793e+09
 5.81859044e+09 4.24346700e+09 3.04551262e+09 2.49291160e+09
 2.10317180e+09 1.77633599e+09 1.45824247e+09 1.14260647e+09
 9.33453778e+08 8.41907588e+08 7.72999744e+08 6.52915920e+08
 4.83622683e+08 3.42242883e+08 2.55106194e+08 2.04889418e+08
 1.71202135e+08 1.62760605e+08 1.57801253e+08 1.52762546e+08
 8.19653093e+07 6.85310659e+07 5.06483696e+07 3.01681092e+07
 1.64439714e+06 3.17264981e+04]",edgewise stiffness (bending about :ref:`x-axis of airfoil aligned coordinate system <blade_airfoil_coord>`)
rotorse.EIyy,N*m**2,"[9.28495996e+09 1.09228414e+10 8.13825306e+09 4.27558869e+09
 2.43475665e+09 1.49839317e+09 1.03640003e+09 9.13718352e+08
 8.51591674e+08 7.34728322e+08 5.79959576e+08 4.42158229e+08
 3.46753607e+08 2.91786015e+08 2.52133763e+08 2.20124276e+08
 1.89873255e+08 1.52801336e+08 1.13152119e+08 8.28950298e+07
 6.46452416e+07 5.43715952e+07 4.43355031e+07 3.58323296e+07
 2.75772960e+07 2.12630889e+07 1.26923243e+07 4.44035471e+06
 9.02189390e+04 1.66654406e+03]",flapwise stiffness (bending about y-axis of airfoil aligned coordinate system)
rotorse.EIxy,N*m**2,"[ 1.01201645e+05  8.73276366e+07  7.08289010e+08  1.26075936e+09
  1.09696225e+09  7.81358669e+08  5.53960614e+08  4.39470385e+08
  3.65728521e+08  2.89637991e+08  2.02181568e+08  1.36586580e+08
  9.75300132e+07  7.77093369e+07  6.27907989e+07  4.68093832e+07
  3.05836913e+07  1.90447247e+07  1.25279310e+07  9.47343169e+06
  7.89141402e+06  7.23224968e+06  6.40255932e+06  5.48555949e+06
  3.34363933e+06  2.57902127e+06  1.35655755e+06  2.56679751e+05
 -3.82153515e+04 -1.55406842e+03]",coupled flap-edge stiffness
rotorse.GJ,N*m**2,"[8.02274015e+09 9.52876859e+09 7.69813531e+09 3.87667840e+09
 2.21016804e+09 1.11378767e+09 4.77046607e+08 2.75415323e+08
 1.51681904e+08 8.11829566e+07 5.57827419e+07 3.75347969e+07
 2.55717733e+07 1.91808763e+07 1.50620690e+07 1.25659596e+07
 1.06728855e+07 8.66333772e+06 6.69700173e+06 5.20362593e+06
 4.21111664e+06 3.93699311e+06 3.89249611e+06 3.79576578e+06
 2.60228958e+06 2.39818456e+06 1.67402891e+06 8.31120343e+05
 1.18285108e+05 2.45107024e+03]",torsional stiffness (about axial z-direction of airfoil aligned coordinate system)
rotorse.rhoJ,kg*m,"[1.57996531e+03 1.88065072e+03 1.55561839e+03 9.57499327e+02
 6.75646697e+02 4.39260422e+02 2.91996320e+02 2.37983331e+02
 2.02621655e+02 1.69370371e+02 1.33845998e+02 1.00649084e+02
 7.77195983e+01 6.55638433e+01 5.70684349e+01 4.80349701e+01
 3.75093425e+01 2.80071762e+01 2.08504373e+01 1.61389656e+01
 1.31780190e+01 1.21276788e+01 1.13640920e+01 1.06824979e+01
 6.86242928e+00 5.88126160e+00 4.19678081e+00 2.20895620e+00
 1.90747602e-01 3.67779343e-03]",polar mass moment of inertia per unit length
rotorse.x_ec,m,"[-1.90819582e-16  2.15105711e-16  4.44089210e-16  4.69156281e-04
 -2.26082070e-04 -8.96250778e-04 -1.54233040e-03 -1.70291135e-03
 -1.50019860e-03 -1.19813996e-03 -7.78057563e-04 -4.61130677e-04
 -2.32756452e-04 -1.26152449e-04 -7.49766441e-05 -6.76449419e-06
  8.45465898e-05  1.04252495e-04  6.37394085e-05  2.11212544e-05
  5.01772115e-06 -4.90401590e-06 -1.03723067e-05 -1.28336793e-05
 -2.73068315e-05 -2.93478620e-05 -3.25995134e-05 -3.96436336e-05
 -4.98732999e-18  1.73472348e-18]",x-distance to elastic center from point about which above structural properties are computed (airfoil aligned coordinate system)
rotorse.y_ec,m,"[ 6.24771502e-17 -2.77555756e-17  2.77555756e-16  2.00538169e-03
 -2.50042450e-03 -4.60896619e-03 -5.24259342e-03 -4.91609875e-03
 -4.45342756e-03 -4.52685450e-03 -4.16596323e-03 -3.54296614e-03
 -3.21049816e-03 -3.37145917e-03 -3.58468927e-03 -3.29444973e-03
 -2.41233532e-03 -1.59053166e-03 -1.14910834e-03 -9.96280509e-04
 -9.20788290e-04 -9.31285259e-04 -1.00109542e-03 -1.05310999e-03
 -1.04231926e-03 -1.04760448e-03 -1.08699228e-03 -1.68166296e-03
 -1.38777878e-16 -4.16333634e-17]",y-distance to elastic center from point about which above structural properties are computed
rotorse.rs.strains.EI11,N*m**2,"[9.28493381e+09 1.08928150e+10 7.90615579e+09 3.80934602e+09
 2.11026268e+09 1.29156948e+09 8.93783309e+08 7.99656931e+08
 7.52557015e+08 6.59606991e+08 5.35652326e+08 4.16466254e+08
 3.30965360e+08 2.81019314e+08 2.44670872e+08 2.15119080e+08
 1.86722537e+08 1.50905549e+08 1.12054902e+08 8.21637354e+07
 6.40639767e+07 5.38911467e+07 4.39753635e+07 3.55755468e+07
 2.73725069e+07 2.11227888e+07 1.26439024e+07 4.43779387e+06
 8.92798375e+04 1.58641394e+03]",stiffness w.r.t principal axis 1
rotorse.rs.strains.EI22,N*m**2,"[9.28535163e+09 1.11768214e+10 1.02997318e+10 7.68476958e+09
 6.14305962e+09 4.45022258e+09 3.18805250e+09 2.60690167e+09
 2.20214535e+09 1.85139725e+09 1.50250095e+09 1.16826417e+09
 9.49214318e+08 8.52643660e+08 7.80427806e+08 6.57891903e+08
 4.86758100e+08 3.44132259e+08 2.56200238e+08 2.05618441e+08
 1.71781550e+08 1.63239269e+08 1.58159568e+08 1.53017574e+08
 8.21687826e+07 6.86703127e+07 5.06959299e+07 3.01692751e+07
 1.64533624e+06 3.18066283e+04]",stiffness w.r.t principal axis 2
rotorse.rs.strains.alpha,deg,"[14.48779603 18.97485353 18.1433096  20.29497325 16.47884155 14.82609257
 14.43716122 14.54944814 15.15143548 14.54000097 12.36080693 10.65298044
  9.19542645  7.88824869  6.77805812  6.10329461  5.88169882  5.68451472
  5.00517411  4.41412195  4.21267314  3.80065884  3.21946316  2.68010631
  3.50485844  3.1138679   2.04429436  0.57150844 -1.40769945 -2.95164333]",Angle between blade c.s. and principal axes
rotorse.rs.strains.M1,N*m,"[-5.89951439e+06 -5.54309326e+06 -5.14290929e+06 -4.81905327e+06
 -4.56792960e+06 -4.37930399e+06 -4.12500336e+06 -3.84578362e+06
 -3.55026803e+06 -3.25499020e+06 -2.97691948e+06 -2.70573042e+06
 -2.43704134e+06 -2.17662053e+06 -1.92719932e+06 -1.69031072e+06
 -1.46705891e+06 -1.25792422e+06 -1.06268929e+06 -8.81273413e+05
 -7.14005937e+05 -5.60911145e+05 -4.22179353e+05 -2.99376943e+05
 -1.95395690e+05 -1.12816161e+05 -5.39936321e+04 -1.88051630e+04
 -3.23181151e+03  8.52862222e-01]",distribution along blade span of bending moment w.r.t principal axis 1
rotorse.rs.strains.M2,N*m,"[ 3.16491929e+06  2.98308240e+06  2.88877474e+06  2.66655408e+06
  2.31948473e+06  1.83105705e+06  1.47198904e+06  1.18324655e+06
  9.68086878e+05  7.90779967e+05  5.86664269e+05  3.93592677e+05
  2.52328689e+05  1.47130299e+05  6.93819017e+04  1.82612681e+04
 -7.33665676e+03 -1.78919088e+04 -2.73079194e+04 -3.52890554e+04
 -3.54770309e+04 -3.19308313e+04 -2.80431208e+04 -2.27060469e+04
 -1.40388505e+04 -7.40411172e+03 -4.29963344e+03 -2.10678996e+03
 -5.07488948e+02  1.00741950e-02]",distribution along blade span of bending moment w.r.t principal axis 2
rotorse.rs.strains.F3,N,"[ 2.52354411e+05  2.58460630e+05  2.58526074e+05  2.55016092e+05
  2.49763484e+05  2.43776715e+05  2.37717131e+05  2.31132675e+05
  2.23359030e+05  2.14488807e+05  2.04791021e+05  1.94419812e+05
  1.83451623e+05  1.71833800e+05  1.59487360e+05  1.46419477e+05
  1.32755055e+05  1.18723695e+05  1.04589523e+05  9.04774885e+04
  7.63730945e+04  6.23260856e+04  4.87895187e+04  3.62346933e+04
  2.53246502e+04  1.62875037e+04  8.82090940e+03  3.12510491e+03
  4.24027190e+02 -2.81374923e-12]",axial resultant along blade span
rotorse.xu_spar,,"[-0.02268714 -0.02846814 -0.37568409  1.2362365   0.9749837   0.82582925
  0.71945953  0.64976826  0.60298215  0.56028989  0.50422854  0.44826248
  0.40462999  0.37536948  0.35177576  0.33203271  0.31284561  0.28724283
  0.25602794  0.22688034  0.20625727  0.1950525   0.187163    0.18094712
  0.17556231  0.17250506  0.15419971  0.11310232  0.0015442   0.00284255]",x-position of midpoint of spar cap on upper surface for strain calculation
rotorse.xl_spar,,"[-0.02268714 -0.02846814 -0.37568409 -1.16511757 -1.02818283 -0.92180636
 -0.82089654 -0.73913958 -0.68123394 -0.62765837 -0.55928423 -0.49294272
 -0.44291971 -0.41030097 -0.38127753 -0.35620216 -0.330489   -0.29883011
 -0.26249186 -0.22929176 -0.2067029  -0.19454017 -0.18573291 -0.17842
 -0.17361986 -0.17013515 -0.15157927 -0.10941658  0.0015442   0.00284255]",x-position of midpoint of spar cap on lower surface for strain calculation
rotorse.yu_spar,,"[-1.29992757 -1.52375902 -1.71174202  0.12841619 -0.14509507 -0.2138575
 -0.20400704 -0.18193598 -0.16056309 -0.15639784 -0.1543488  -0.14415611
 -0.13903932 -0.14495477 -0.15030114 -0.13275984 -0.09061976 -0.05192659
 -0.03013415 -0.01776406 -0.00739489 -0.00537513 -0.00756468 -0.01143501
 -0.00719457 -0.00989996 -0.01164784 -0.00620285 -0.36460852 -0.09797314]",y-position of midpoint of spar cap on upper surface for strain calculation
rotorse.yl_spar,,"[-1.29992757 -1.52375902 -1.71174202 -1.1029179  -1.05347562 -0.92998678
 -0.73840254 -0.56933799 -0.44261115 -0.37033924 -0.30963878 -0.25277742
 -0.21410413 -0.19670411 -0.18381443 -0.15291178 -0.10243667 -0.05921037
 -0.03398382 -0.01928177 -0.00768619 -0.0055558  -0.00807977 -0.01232009
 -0.00835995 -0.01108491 -0.00823275  0.0022013  -0.36460852 -0.09797314]",y-position of midpoint of spar cap on lower surface for strain calculation
rotorse.xu_te,,"[-0.02268714 -0.02846814 -0.37568409 -0.52371901 -0.57425046 -0.48535653
 -0.41128159 -0.27744975 -0.17007517 -0.10174252 -0.06136196 -0.04123399
 -0.02006782 -0.00744405  0.00110433  0.00514529  0.00826113  0.00278674
 -0.00650302 -0.01440912 -0.01929717 -0.02425467 -0.02925261 -0.03344024
 -0.03743714 -0.03940703 -0.0322092  -0.01684393  0.0015442   0.00284255]",x-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.xl_te,,"[-0.02268714 -0.02846814 -0.37568409 -0.52371901 -0.57425046 -0.48535653
 -0.41128159 -0.27744975 -0.17007517 -0.10174252 -0.06136196 -0.04123399
 -0.02006782 -0.00744405  0.00110433  0.00514529  0.00826113  0.00278674
 -0.00650302 -0.01440912 -0.01929717 -0.02425467 -0.02925261 -0.03344024
 -0.03743714 -0.03940703 -0.0322092  -0.01684393  0.0015442   0.00284255]",x-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.yu_te,,"[-1.29992757 -1.52375902 -1.71174202 -1.75617971 -1.75143196 -1.63901229
 -1.47989221 -1.35864762 -1.26634892 -1.19594086 -1.11454059 -1.03173136
 -0.97220693 -0.95614545 -0.95269078 -0.93068301 -0.88791875 -0.84249009
 -0.80173474 -0.76824683 -0.74217553 -0.7440001  -0.75304666 -0.75428839
 -0.74207367 -0.73366843 -0.67939225 -0.575003   -0.36460852 -0.09797314]",y-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.yl_te,,"[-1.29992757 -1.52375902 -1.71174202 -1.75617971 -1.75143196 -1.63901229
 -1.47989221 -1.35864762 -1.26634892 -1.19594086 -1.11454059 -1.03173136
 -0.97220693 -0.95614545 -0.95269078 -0.93068301 -0.88791875 -0.84249009
 -0.80173474 -0.76824683 -0.74217553 -0.7440001  -0.75304666 -0.75428839
 -0.74207367 -0.73366843 -0.67939225 -0.575003   -0.36460852 -0.09797314]",y-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.rs.tip_pos.dx_tip,m,[6.63588025],deflection at tip in blade x-direction
rotorse.rs.tip_pos.dy_tip,m,[-1.25699928],deflection at tip in blade y-direction
rotorse.rs.tip_pos.dz_tip,m,[-0.00242025],deflection at tip in blade z-direction
rotorse.rs.tip_pos.3d_curv_tip,deg,[12.70184926],total coning angle including precone and curvature
rotorse.rs.tip_pos.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.aero_hub_loads.V_load,m/s,[21.75401626],
rotorse.rs.aero_hub_loads.nSector,Unavailable,4,
rotorse.rs.constr.strainU_spar,,"[ 2.16436195e-04  1.22670277e-04  3.39169856e-04 -1.65252085e-03
 -2.22823372e-03 -2.97323715e-03 -3.53434430e-03 -3.32636931e-03
 -3.02560803e-03 -2.94381011e-03 -2.97964276e-03 -3.08784489e-03
 -3.15409102e-03 -3.08195236e-03 -2.94048144e-03 -2.75680230e-03
 -2.56943970e-03 -2.47376802e-03 -2.48822196e-03 -2.48052968e-03
 -2.33201170e-03 -2.05819955e-03 -1.82435682e-03 -1.54889241e-03
 -1.27434557e-03 -9.39895156e-04 -6.72467427e-04 -4.86203164e-04
  1.43430257e-04 -1.15500359e-06]","strain in spar cap on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_spar,,"[ 2.16436195e-04  1.22670277e-04  3.39169856e-04  1.34620177e-03
  1.91544498e-03  2.60266825e-03  3.15160175e-03  2.99960628e-03
  2.74167910e-03  2.68144509e-03  2.75725453e-03  2.88578603e-03
  2.97395689e-03  2.91827752e-03  2.77269913e-03  2.60614260e-03
  2.44787668e-03  2.37820755e-03  2.40207041e-03  2.39023883e-03
  2.25151431e-03  1.98263896e-03  1.74584624e-03  1.46898907e-03
  1.20923716e-03  8.84955470e-04  6.32363158e-04  4.57461414e-04
  1.43430257e-04 -1.15500359e-06]","strain in spar cap on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.constr.strainU_te,,"[ 2.16436195e-04  1.22670277e-04  3.39169856e-04  4.33930089e-04
  7.48742300e-04  7.92969479e-04  7.52034524e-04  1.90918689e-04
 -3.10844830e-04 -5.68582159e-04 -6.38038121e-04 -7.04088059e-04
 -8.10753484e-04 -8.59520500e-04 -8.69068671e-04 -8.46442167e-04
 -8.43306990e-04 -8.09359693e-04 -7.30764030e-04 -6.51316222e-04
 -5.81289985e-04 -4.37214719e-04 -2.86031149e-04 -1.50649668e-04
 -2.04958398e-04 -9.88964619e-05 -3.58259257e-05  5.66320530e-07
  1.43430257e-04 -1.15500359e-06]","strain in trailing edge on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_te,,"[ 2.16436195e-04  1.22670277e-04  3.39169856e-04  4.33930089e-04
  7.48742300e-04  7.92969479e-04  7.52034524e-04  1.90918689e-04
 -3.10844830e-04 -5.68582159e-04 -6.38038121e-04 -7.04088059e-04
 -8.10753484e-04 -8.59520500e-04 -8.69068671e-04 -8.46442167e-04
 -8.43306990e-04 -8.09359693e-04 -7.30764030e-04 -6.51316222e-04
 -5.81289985e-04 -4.37214719e-04 -2.86031149e-04 -1.50649668e-04
 -2.04958398e-04 -9.88964619e-05 -3.58259257e-05  5.66320530e-07
  1.43430257e-04 -1.15500359e-06]","strain in trailing edge on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.constr.max_strainU_spar,,[0.0035],maximum strain in spar cap suction side
rotorse.rs.constr.max_strainL_spar,,[0.0035],maximum strain in spar cap pressure side
rotorse.rs.constr.max_strainU_te,,[0.004],maximum strain in spar cap suction side
rotorse.rs.constr.max_strainL_te,,[0.004],maximum strain in spar cap pressure side
rotorse.rs.constr.s_opt_spar_cap_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap suction side
rotorse.rs.constr.s_opt_spar_cap_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap pressure side
rotorse.rs.constr.s_opt_te_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge suction side
rotorse.rs.constr.s_opt_te_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge pressure side
rotorse.rs.constr.rated_Omega,rpm,[14.],rotor rotation speed at rated
rotorse.rs.constr.flap_mode_freqs,Hz,[ 0.89120838  2.94627992  6.49641245 11.54356905 16.58315799],Frequencies associated with mode shapes in the flap direction
rotorse.rs.constr.edge_mode_freqs,Hz,[ 1.38098702  4.49394058 10.2056592  18.46835971 28.49382491],Frequencies associated with mode shapes in the edge direction
rotorse.rs.constr.blade_number,Unavailable,3,
rotorse.rs.brs.rootD,m,[2.6],Blade root outer diameter / Chord at blade span station 0
