variables,units,values,description
rotorse.stall_check.stall_margin,deg,[0.99923839],Minimum margin from the stall angle
rotorse.stall_check.min_s,,[0.25],Minimum nondimensional coordinate along blade span where to define the constraint (blade root typically stalls)
rotorse.rs.aero_gust.V_load,m/s,[19.77045975],
rotorse.rs.Omega_load,rpm,[13.14113799],
rotorse.rs.pitch_load,deg,[0.00154249],
rotorse.rs.aero_gust.azimuth_load,deg,[0.],
rotorse.rs.tot_loads_gust.aeroloads_Px,N/m,"[ 258.3843741   382.39408891  713.27092748 1052.00034177 1328.4139588
 1460.08587645 1657.95377881 2027.23278074 2469.7282769  2840.90635485
 3044.39538569 3052.10256252 2947.73667355 2977.56660075 3028.2873713
 3148.20972324 3296.69906988 3503.55933819 3685.13675117 3723.2967545
 3913.30687359 4289.60590347 4748.00897696 5347.07945554 6144.24335944
 7080.36789028 6928.16918184 5381.91987017 3162.78430621  790.7494223 ]",distributed loads in blade-aligned x-direction
rotorse.rs.tot_loads_gust.aeroloads_Py,N/m,"[   45.74157717    70.49267951   -47.21838261  -315.89273353
  -488.90738172  -672.50294108  -814.77502453  -834.98413008
  -821.95490025  -845.15193454  -864.10331251  -807.03377362
  -702.9528978   -663.71853469  -629.52350666  -623.96105876
  -621.26091139  -634.15485526  -640.14888794  -615.87199905
  -667.66673385  -755.0393878   -871.07475208 -1012.69398218
 -1217.91501484 -1419.93421519 -1317.89762336  -914.21857962
  -439.17549942   -76.01505616]",distributed loads in blade-aligned y-direction
rotorse.rs.tot_loads_gust.aeroloads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",distributed loads in blade-aligned z-direction
rotorse.rs.tot_loads_gust.aeroloads_Omega,rpm,[13.14113799],rotor rotation speed
rotorse.rs.tot_loads_gust.aeroloads_pitch,deg,[0.00154249],pitch angle
rotorse.rs.tot_loads_gust.aeroloads_azimuth,deg,[0.],azimuthal angle
rotorse.rs.3d_curv,deg,"[ 3.          3.          3.00287036  3.07020879  3.21662991  3.34492691
  3.45990273  3.58158295  3.70207199  3.83142408  3.96485244  4.11909111
  4.29518612  4.46965463  4.65889049  4.85845741  5.08786867  5.33439675
  5.60784731  5.90808197  6.2328404   6.6005734   7.01595941  7.47864477
  8.00228569  8.63058552  9.34521786 10.17928766 11.29541066 11.96183617]",total cone angle from precone and curvature
rotorse.rs.z_az,m,"[ 2.          3.9356468   5.87129361  7.80694041  9.74258722 11.67823402
 13.61388082 15.54952763 17.48517443 19.42082123 21.35646804 23.29211484
 25.22776165 27.16340845 29.09905525 31.03470206 32.97034886 34.90599566
 36.84164247 38.77728927 40.71293608 42.64858288 44.58422968 46.51987649
 48.45552329 50.39117009 52.3268169  54.2624637  56.19811051 58.13375731]",location of blade in azimuth z-coordinate system
rotorse.rhoA,kg/m,"[983.99411473 849.40571364 626.02517009 432.60686839 336.83675745
 250.10331493 193.57875493 187.4068822  187.19646933 179.66956418
 170.65802299 161.25923484 153.78052289 149.54499767 146.58927164
 143.48343037 138.87541163 132.44997163 124.62345417 117.83374873
 111.81922075 105.38997002  93.88207361  82.40974968  64.23633188
  52.12008044  40.27487708  27.65176645   3.76136258   1.00345258]",mass per unit length
rotorse.rs.tot_loads_gust.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.x_az,m,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.93940887e-04
 -4.74379310e-03 -1.48310345e-02 -2.80497044e-02 -4.59059113e-02
 -6.73467980e-02 -9.33451232e-02 -1.23527488e-01 -1.58543399e-01
 -1.99150690e-01 -2.46070148e-01 -2.98472562e-01 -3.58187833e-01
 -4.24086995e-01 -4.99321773e-01 -5.81902660e-01 -6.75648966e-01
 -7.78562512e-01 -8.94316207e-01 -1.02216493e+00 -1.16611172e+00
 -1.32539527e+00 -1.50497089e+00 -1.70707828e+00 -1.93547803e+00
 -2.19474517e+00 -2.50000000e+00]",location of blade in azimuth x-coordinate system (prebend)
rotorse.rs.y_az,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",location of blade in azimuth y-coordinate system (sweep)
rotorse.rs.frame.Px_af,N/m,"[ 726.84716647  924.37787464 1241.0175276  1562.29088749 1845.79431769
 1960.58203532 2130.07200233 2514.14618702 2984.27576191 3379.482549
 3602.84841193 3625.34217078 3542.5883026  3609.96528274 3706.53059911
 3875.31937949 4070.33307335 4316.06664715 4527.69018276 4601.09519266
 4831.48350624 5245.71851415 5692.57133097 6269.42884693 6949.06156075
 7815.24275384 7554.70433167 5846.71496315 3216.29491364  804.72288982]",distributed load (force per unit length) in airfoil x-direction
rotorse.rs.frame.Py_af,N/m,"[  313.19517017   399.04817449   361.77766249   150.3428038
    10.94537     -210.5761063   -409.09417264  -469.42235836
  -496.69531143  -552.27022417  -617.94477085  -614.1377524
  -556.89820292  -548.92070793  -543.94886554  -562.43106368
  -575.36199034  -591.04709184  -597.19822185  -573.87005237
  -624.54227     -707.97687063  -811.90715598  -933.1329978
 -1115.44035771 -1300.17710446 -1268.90573914  -993.36713045
  -572.22085517  -135.20005325]",distributed load (force per unit length) in airfoil y-direction
rotorse.rs.frame.Pz_af,N/m,"[-5921.72025223 -2002.4164652    815.79436114  2146.77727982
  2903.32998597  3070.20966836  3084.00719359  3670.57253831
  4350.38574171  4831.62610666  5212.29448651  5513.51556179
  5818.3421434   6202.88933526  6613.83998576  6995.47297298
  7275.03631837  7418.636817    7431.20404587  7451.73837873
  7474.04289577  7422.40536228  6947.18173014  6390.92307072
  5208.04772971  4407.33448793  3544.21761512  2526.70505572
   355.88769724    98.30462647]",distributed load (force per unit length) in airfoil z-direction
rotorse.A,m**2,"[ 8.16762079  9.52578835 10.10246399 14.71687483 13.51708309 12.50976453
 11.71064677 10.98976823 10.44560707  9.8650215   8.95342716  7.95341032
  7.1286676   6.64567483  6.29773729  6.01148446  5.73241753  5.40460234
  5.02601572  4.68060434  4.44475189  4.35843752  4.3224094   4.29354972
  4.27211463  4.2508131   3.83998374  2.92690378  1.5705063   0.41897811]",airfoil cross section material area
rotorse.EA,N,"[1.15682283e+10 9.96988009e+09 7.32794470e+09 4.96580136e+09
 3.94223274e+09 3.09309108e+09 2.57350409e+09 2.63555724e+09
 2.76567061e+09 2.73651298e+09 2.70922795e+09 2.67585204e+09
 2.66405164e+09 2.68137285e+09 2.70075812e+09 2.68424842e+09
 2.61997334e+09 2.51842769e+09 2.39333896e+09 2.28619614e+09
 2.18310249e+09 2.05899865e+09 1.82112024e+09 1.58303402e+09
 1.21131686e+09 9.59958856e+08 7.29316239e+08 4.93572704e+08
 3.42249130e+07 9.13048832e+06]",axial stiffness
rotorse.EIxx,N*m**2,"[9.28532548e+09 1.12004786e+10 1.01371738e+10 7.26845485e+09
 5.85592345e+09 4.26674290e+09 3.04868391e+09 2.48050929e+09
 2.08022874e+09 1.73849663e+09 1.39516588e+09 1.06306323e+09
 8.50802030e+08 7.66135659e+08 7.06256907e+08 6.01656815e+08
 4.51684081e+08 3.25594982e+08 2.48268074e+08 2.03532523e+08
 1.72247545e+08 1.64295255e+08 1.59535590e+08 1.54748082e+08
 8.26471567e+07 6.92074991e+07 5.11312710e+07 3.03748608e+07
 1.68410085e+06 3.17423587e+04]",edgewise stiffness (bending about :ref:`x-axis of airfoil aligned coordinate system <blade_airfoil_coord>`)
rotorse.EIyy,N*m**2,"[9.28495996e+09 1.09758820e+10 8.20040144e+09 4.31130182e+09
 2.45657309e+09 1.50851453e+09 1.03651490e+09 9.07042599e+08
 8.39713173e+08 7.17207721e+08 5.53600531e+08 4.09893893e+08
 3.13643987e+08 2.62684092e+08 2.27496451e+08 1.99963001e+08
 1.74315378e+08 1.42400516e+08 1.08199943e+08 8.18543766e+07
 6.56032831e+07 5.56037597e+07 4.54058568e+07 3.67837770e+07
 2.83713234e+07 2.18887262e+07 1.30542388e+07 4.56016239e+06
 9.23911859e+04 1.68328689e+03]",flapwise stiffness (bending about y-axis of airfoil aligned coordinate system)
rotorse.EIxy,N*m**2,"[ 1.01201645e+05  8.80967433e+07  7.17501242e+08  1.27852865e+09
  1.11458060e+09  7.91359237e+08  5.51260806e+08  4.25087906e+08
  3.43860059e+08  2.66321017e+08  1.78886825e+08  1.15705090e+08
  8.01961424e+07  6.39899507e+07  5.20993409e+07  3.93143641e+07
  2.62804196e+07  1.71319100e+07  1.19460140e+07  9.50103804e+06
  8.14538198e+06  7.55572126e+06  7.02745362e+06  6.52768141e+06
  4.21992969e+06  3.36846118e+06  1.81621332e+06  4.03632716e+05
 -3.85862528e+04 -1.69512204e+03]",coupled flap-edge stiffness
rotorse.GJ,N*m**2,"[8.02274015e+09 9.57488950e+09 7.75620120e+09 3.91177696e+09
 2.23602594e+09 1.12454761e+09 4.76337364e+08 2.70626900e+08
 1.46581455e+08 7.71540745e+07 5.14843508e+07 3.34767911e+07
 2.23253545e+07 1.68221801e+07 1.34527615e+07 1.13002312e+07
 9.75475353e+06 8.07694819e+06 6.42770838e+06 5.15791868e+06
 4.28031273e+06 4.03435344e+06 4.03246813e+06 4.00539289e+06
 2.80962429e+06 2.61164434e+06 1.80255406e+06 8.42167657e+05
 1.20993275e+05 2.52347242e+03]",torsional stiffness (about axial z-direction of airfoil aligned coordinate system)
rotorse.rhoJ,kg*m,"[1.57996531e+03 1.88974455e+03 1.56686985e+03 9.64767884e+02
 6.80657550e+02 4.41910007e+02 2.92301742e+02 2.36671829e+02
 2.00114132e+02 1.65269147e+02 1.27237752e+02 9.26207028e+01
 6.98296425e+01 5.88613742e+01 5.15311974e+01 4.37710886e+01
 3.46002395e+01 2.62819676e+01 2.00802548e+01 1.59806939e+01
 1.33120864e+01 1.23129732e+01 1.15500718e+01 1.08747943e+01
 6.97844933e+00 5.98877186e+00 4.27018255e+00 2.23944238e+00
 1.95351610e-01 3.68138164e-03]",polar mass moment of inertia per unit length
rotorse.x_ec,m,"[-1.90819582e-16  2.42861287e-16  7.21644966e-16  4.79883710e-04
 -2.27650148e-04 -9.05252818e-04 -1.53513013e-03 -1.65780210e-03
 -1.42879970e-03 -1.11426578e-03 -6.89736703e-04 -3.76922262e-04
 -1.65254291e-04 -7.99180879e-05 -4.42640382e-05  8.86445634e-06
  8.61298880e-05  1.00648641e-04  6.11774200e-05  2.07194030e-05
  6.05743091e-06 -3.46441698e-06 -8.95006118e-06 -1.19954038e-05
 -2.58363246e-05 -2.87686574e-05 -3.43519967e-05 -4.44640694e-05
 -1.71303943e-17  2.60208521e-18]",x-distance to elastic center from point about which above structural properties are computed (airfoil aligned coordinate system)
rotorse.y_ec,m,"[ 6.24771502e-17  2.77555756e-17  0.00000000e+00  2.08712535e-03
 -2.44817802e-03 -4.58817722e-03 -5.27487500e-03 -5.00513126e-03
 -4.58301590e-03 -4.61454304e-03 -4.13098541e-03 -3.38867239e-03
 -2.97818131e-03 -3.11045946e-03 -3.31456554e-03 -3.07551477e-03
 -2.28813114e-03 -1.53998118e-03 -1.13749363e-03 -9.94299446e-04
 -9.13870414e-04 -9.21689587e-04 -9.86988023e-04 -1.03283537e-03
 -1.00941570e-03 -1.01519498e-03 -1.06537619e-03 -1.66886208e-03
 -1.94289029e-16  6.93889390e-18]",y-distance to elastic center from point about which above structural properties are computed
rotorse.rs.strains.EI11,N*m**2,"[9.28493381e+09 1.09454500e+10 7.96355742e+09 3.83518513e+09
 2.12371552e+09 1.29759528e+09 8.95387696e+08 7.99544561e+08
 7.50774456e+08 6.51931483e+08 5.17153931e+08 3.90003036e+08
 3.01926347e+08 2.54677869e+08 2.21892266e+08 1.96151163e+08
 1.71847059e+08 1.40812005e+08 1.07188347e+08 8.11169508e+07
 6.49847223e+07 5.50810280e+07 4.49747700e+07 3.64236569e+07
 2.80451816e+07 2.16501382e+07 1.29678043e+07 4.55385266e+06
 9.14563264e+04 1.58799591e+03]",stiffness w.r.t principal axis 1
rotorse.rs.strains.EI22,N*m**2,"[9.28535163e+09 1.12309107e+10 1.03740178e+10 7.74454876e+09
 6.18875718e+09 4.47759449e+09 3.18973344e+09 2.58793406e+09
 2.16910372e+09 1.80371120e+09 1.43156496e+09 1.08292298e+09
 8.62495969e+08 7.74115923e+08 7.11831415e+08 6.05443263e+08
 4.54138663e+08 3.27177495e+08 2.49276564e+08 2.04267687e+08
 1.72864283e+08 1.64816237e+08 1.59964903e+08 1.55106513e+08
 8.29720634e+07 6.94450969e+07 5.12168768e+07 3.03797949e+07
 1.68503571e+06 3.18376497e+04]",stiffness w.r.t principal axis 2
rotorse.rs.strains.alpha,deg,"[14.48779603 19.05688951 18.26783034 20.4250682  16.62771341 14.92404926
 14.35969781 14.19145515 14.50148328 13.77191026 11.51597646  9.75446998
  8.31287638  7.13166809  6.139585    5.53795706  5.36546633  5.29725025
  4.84018331  4.43810314  4.34270302  3.95762332  3.51031727  3.15770865
  4.41940276  4.05151221  2.72469036  0.89553825 -1.38787845 -3.21748551]",Angle between blade c.s. and principal axes
rotorse.rs.strains.M1,N*m,"[-6.15418237e+06 -5.77456137e+06 -5.34565091e+06 -4.99785679e+06
 -4.72471471e+06 -4.51543898e+06 -4.24449061e+06 -3.95057364e+06
 -3.63957508e+06 -3.32603239e+06 -3.02662404e+06 -2.73469372e+06
 -2.44829611e+06 -2.17317731e+06 -1.91223438e+06 -1.66671626e+06
 -1.43743074e+06 -1.22450567e+06 -1.02753289e+06 -8.46442717e+05
 -6.81225026e+05 -5.31502209e+05 -3.97421496e+05 -2.79930702e+05
 -1.80819629e+05 -1.02364689e+05 -4.75800550e+04 -1.60934552e+04
 -2.73158544e+03  8.24682436e-01]",distribution along blade span of bending moment w.r.t principal axis 1
rotorse.rs.strains.M2,N*m,"[ 3.16358471e+06  2.97705395e+06  2.89297888e+06  2.66779055e+06
  2.31059039e+06  1.80376948e+06  1.41969125e+06  1.09941800e+06
  8.57294936e+05  6.68297072e+05  4.63910481e+05  2.75118814e+05
  1.43188189e+05  5.26142491e+04 -8.98847375e+03 -4.61092852e+04
 -5.98121389e+04 -5.88695290e+04 -5.65710408e+04 -5.45469740e+04
 -4.78272392e+04 -3.98704490e+04 -3.22320058e+04 -2.35754112e+04
 -1.26339736e+04 -5.45869836e+03 -2.94046199e+03 -1.48068317e+03
 -3.82482817e+02  9.29741346e-03]",distribution along blade span of bending moment w.r.t principal axis 2
rotorse.rs.strains.F3,N,"[ 2.51959713e+05  2.59628874e+05  2.60777314e+05  2.57910069e+05
  2.53022459e+05  2.47241131e+05  2.41284939e+05  2.34747702e+05
  2.26984835e+05  2.18098273e+05  2.08377538e+05  1.97996853e+05
  1.87029621e+05  1.75395198e+05  1.62990875e+05  1.49819470e+05
  1.36008144e+05  1.21787271e+05  1.07415255e+05  9.30112020e+04
  7.85656890e+04  6.41485651e+04  5.02413497e+04  3.73324266e+04
  2.61066770e+04  1.68006892e+04  9.10499528e+03  3.22941706e+03
  4.39577734e+02 -8.24229573e-13]",axial resultant along blade span
rotorse.xu_spar,,"[-0.02268714 -0.03072474 -0.38026413  1.23976389  0.97759677  0.82736107
  0.71992912  0.64930548  0.6017051   0.55668313  0.49611593  0.43542845
  0.38899872  0.3600434   0.33752771  0.31918465  0.30176753  0.27871769
  0.25117334  0.22564708  0.20754219  0.19691712  0.18905089  0.18285146
  0.17759656  0.17450927  0.15592266  0.11439157  0.00142932  0.00329818]",x-position of midpoint of spar cap on upper surface for strain calculation
rotorse.xl_spar,,"[-0.02268714 -0.03072474 -0.38026413 -1.16988483 -1.0334911  -0.92533447
 -0.82036745 -0.73509208 -0.67525528 -0.61941175 -0.54645526 -0.47562626
 -0.42320853 -0.39137554 -0.36413755 -0.34115355 -0.31817578 -0.28983828
 -0.2575722  -0.22809228 -0.20797441 -0.19635786 -0.18764163 -0.18045656
 -0.17572986 -0.1723371  -0.15349684 -0.11088361  0.00142932  0.00329818]",x-position of midpoint of spar cap on lower surface for strain calculation
rotorse.yu_spar,,"[-1.29992757 -1.52614518 -1.71501301  0.13368036 -0.14181477 -0.21252027
 -0.20532226 -0.18586288 -0.1663254  -0.16125098 -0.15659559 -0.14338611
 -0.13583229 -0.14050068 -0.14521871 -0.1284949  -0.08808838 -0.05072728
 -0.02959151 -0.0175093  -0.00719322 -0.00513138 -0.00693275 -0.01022568
 -0.00527509 -0.00788112 -0.01027031 -0.0058649  -0.36751652 -0.09799069]",y-position of midpoint of spar cap on upper surface for strain calculation
rotorse.yl_spar,,"[-1.29992757e+00 -1.52614518e+00 -1.71501301e+00 -1.10993590e+00
 -1.06021101e+00 -9.34738240e-01 -7.37321497e-01 -5.62456775e-01
 -4.32619966e-01 -3.58669452e-01 -2.95296157e-01 -2.36474698e-01
 -1.97507787e-01 -1.81634326e-01 -1.70440428e-01 -1.42317687e-01
 -9.54749185e-02 -5.55014583e-02 -3.25109543e-02 -1.91482233e-02
 -8.17559578e-03 -6.22198241e-03 -9.30072848e-03 -1.43854603e-02
 -1.09248607e-02 -1.39510574e-02 -1.05003773e-02  1.16824694e-03
 -3.67516516e-01 -9.79906926e-02]",y-position of midpoint of spar cap on lower surface for strain calculation
rotorse.xu_te,,"[-0.02268714 -0.03072474 -0.38026413 -0.52942272 -0.58027961 -0.48921851
 -0.40972213 -0.27044726 -0.16021056 -0.09171071 -0.05155798 -0.03210754
 -0.01264944 -0.00190011  0.00205956  0.0081291   0.01012638  0.00379558
 -0.00609625 -0.01456704 -0.01992122 -0.02517067 -0.03127976 -0.0371865
 -0.04260563 -0.04514397 -0.03686059 -0.01934526  0.00142932  0.00329818]",x-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.xl_te,,"[-0.02268714 -0.03072474 -0.38026413 -0.52942272 -0.58027961 -0.48921851
 -0.40972213 -0.27044726 -0.16021056 -0.09171071 -0.05155798 -0.03210754
 -0.01264944 -0.00190011  0.00205956  0.0081291   0.01012638  0.00379558
 -0.00609625 -0.01456704 -0.01992122 -0.02517067 -0.03127976 -0.0371865
 -0.04260563 -0.04514397 -0.03686059 -0.01934526  0.00142932  0.00329818]",x-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.yu_te,,"[-1.29992757 -1.52614518 -1.71501301 -1.75971463 -1.75497414 -1.64220595
 -1.48073341 -1.35625978 -1.26064527 -1.18484678 -1.09341338 -1.00012433
 -0.93400664 -0.91813535 -0.91654893 -0.89840687 -0.86133005 -0.82247871
 -0.79010263 -0.76518415 -0.74533921 -0.74875601 -0.75790999 -0.75925248
 -0.74679892 -0.73827826 -0.6834965  -0.57810302 -0.36751652 -0.09799069]",y-position of midpoint of trailing-edge panel on upper surface for strain calculation
rotorse.yl_te,,"[-1.29992757 -1.52614518 -1.71501301 -1.75971463 -1.75497414 -1.64220595
 -1.48073341 -1.35625978 -1.26064527 -1.18484678 -1.09341338 -1.00012433
 -0.93400664 -0.91813535 -0.91654893 -0.89840687 -0.86133005 -0.82247871
 -0.79010263 -0.76518415 -0.74533921 -0.74875601 -0.75790999 -0.75925248
 -0.74679892 -0.73827826 -0.6834965  -0.57810302 -0.36751652 -0.09799069]",y-position of midpoint of trailing-edge panel on lower surface for strain calculation
rotorse.rs.tip_pos.dx_tip,m,[7.97667863],deflection at tip in blade x-direction
rotorse.rs.tip_pos.dy_tip,m,[-1.54780773],deflection at tip in blade y-direction
rotorse.rs.tip_pos.dz_tip,m,[-0.00267684],deflection at tip in blade z-direction
rotorse.rs.tip_pos.3d_curv_tip,deg,[11.96183617],total coning angle including precone and curvature
rotorse.rs.tip_pos.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.aero_hub_loads.V_load,m/s,[19.77045975],
rotorse.rs.aero_hub_loads.nSector,Unavailable,4,
rotorse.rs.constr.strainU_spar,,"[ 2.07971251e-04  1.11424025e-04  3.33342107e-04 -1.69736998e-03
 -2.29212655e-03 -3.05548158e-03 -3.63221096e-03 -3.41562082e-03
 -3.10387485e-03 -3.02505946e-03 -3.08730078e-03 -3.23625505e-03
 -3.33769196e-03 -3.25631543e-03 -3.08764324e-03 -2.86806151e-03
 -2.64174854e-03 -2.50692937e-03 -2.46991887e-03 -2.40235280e-03
 -2.20872144e-03 -1.92813613e-03 -1.69782304e-03 -1.43108737e-03
 -1.16452880e-03 -8.42823709e-04 -5.85886723e-04 -4.11279524e-04
  1.26939967e-04 -1.11744892e-06]","strain in spar cap on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_spar,,"[ 2.07971251e-04  1.11424025e-04  3.33342107e-04  1.37092689e-03
  1.95367148e-03  2.65361999e-03  3.21524408e-03  3.05907565e-03
  2.79432110e-03  2.73766582e-03  2.84091220e-03  3.01161775e-03
  3.13655169e-03  3.07150782e-03  2.90000929e-03  2.69947371e-03
  2.50672359e-03  2.40200250e-03  2.37688151e-03  2.30701398e-03
  2.12481464e-03  1.85015018e-03  1.61818661e-03  1.35140977e-03
  1.09893856e-03  7.88583130e-04  5.47220344e-04  3.85312273e-04
  1.26939967e-04 -1.11744892e-06]","strain in spar cap on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.constr.strainU_te,,"[ 2.07971251e-04  1.11424025e-04  3.33342107e-04  4.26036109e-04
  7.45386110e-04  7.83303227e-04  7.30654592e-04  1.50279378e-04
 -3.62228511e-04 -6.29815876e-04 -7.08250899e-04 -7.88481303e-04
 -9.09981728e-04 -9.60039369e-04 -9.34273654e-04 -9.29313670e-04
 -9.22759846e-04 -8.88839117e-04 -8.04511522e-04 -7.11018614e-04
 -6.25435041e-04 -4.68635803e-04 -3.14580025e-04 -1.75189250e-04
 -2.32570382e-04 -1.09353819e-04 -3.59029957e-05  1.69645457e-06
  1.26939967e-04 -1.11744892e-06]","strain in trailing edge on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.constr.strainL_te,,"[ 2.07971251e-04  1.11424025e-04  3.33342107e-04  4.26036109e-04
  7.45386110e-04  7.83303227e-04  7.30654592e-04  1.50279378e-04
 -3.62228511e-04 -6.29815876e-04 -7.08250899e-04 -7.88481303e-04
 -9.09981728e-04 -9.60039369e-04 -9.34273654e-04 -9.29313670e-04
 -9.22759846e-04 -8.88839117e-04 -8.04511522e-04 -7.11018614e-04
 -6.25435041e-04 -4.68635803e-04 -3.14580025e-04 -1.75189250e-04
 -2.32570382e-04 -1.09353819e-04 -3.59029957e-05  1.69645457e-06
  1.26939967e-04 -1.11744892e-06]","strain in trailing edge on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.constr.max_strainU_spar,,[0.0035],maximum strain in spar cap suction side
rotorse.rs.constr.max_strainL_spar,,[0.0035],maximum strain in spar cap pressure side
rotorse.rs.constr.max_strainU_te,,[0.004],maximum strain in spar cap suction side
rotorse.rs.constr.max_strainL_te,,[0.004],maximum strain in spar cap pressure side
rotorse.rs.constr.s_opt_spar_cap_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap suction side
rotorse.rs.constr.s_opt_spar_cap_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade spar cap pressure side
rotorse.rs.constr.s_opt_te_ss,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge suction side
rotorse.rs.constr.s_opt_te_ps,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]",1D array of the non-dimensional spanwise grid defined along blade axis to optimize the blade trailing edge pressure side
rotorse.rs.constr.rated_Omega,rpm,[13.14113799],rotor rotation speed at rated
rotorse.rs.constr.flap_mode_freqs,Hz,[ 0.75617547  2.50726134  5.50231904  9.75210146 14.13714812],Frequencies associated with mode shapes in the flap direction
rotorse.rs.constr.edge_mode_freqs,Hz,[ 1.16041138  3.81571047  8.65622833 13.63775299 15.60687156],Frequencies associated with mode shapes in the edge direction
rotorse.rs.constr.blade_number,Unavailable,3,
rotorse.rs.brs.rootD,m,[2.6],Blade root outer diameter / Chord at blade span station 0
