variables,units,values,description
rotorse.re.precomp.fiber_orientation,deg,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]]","2D array of the orientation of the layers of the blade structure. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.re.precomp.E,Pa,"[[4.560e+06 4.560e+06 4.560e+06]
 [2.179e+10 1.467e+10 1.467e+10]
 [1.392e+10 1.392e+10 1.392e+10]
 [4.200e+10 1.230e+10 1.230e+10]
 [5.000e+07 5.000e+07 5.000e+07]
 [5.000e+07 5.000e+07 5.000e+07]
 [4.560e+06 4.560e+06 4.560e+06]
 [1.000e+06 1.000e+06 1.000e+06]
 [2.100e+11 2.100e+11 2.100e+11]]","2D array of the Youngs moduli of the materials. Each row represents a material, the three columns represent E11, E22 and E33."
rotorse.re.precomp.G,Pa,"[[1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [9.41300000e+09 9.41300000e+09 9.41300000e+09]
 [1.15000000e+10 1.15000000e+10 1.15000000e+10]
 [3.47000000e+09 3.47000000e+09 3.47000000e+09]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [3.84615385e+05 3.84615385e+05 3.84615385e+05]
 [8.07692308e+10 8.07692308e+10 8.07692308e+10]]","2D array of the shear moduli of the materials. Each row represents a material, the three columns represent G12, G13 and G23."
rotorse.re.precomp.nu,,"[[0.49 0.49 0.49]
 [0.48 0.48 0.48]
 [0.49 0.49 0.49]
 [0.31 0.31 0.31]
 [0.49 0.49 0.49]
 [0.49 0.49 0.49]
 [0.49 0.49 0.49]
 [0.3  0.3  0.3 ]
 [0.3  0.3  0.3 ]]","2D array of the Poisson ratio of the materials. Each row represents a material, the three columns represent nu12, nu13 and nu23."
rotorse.re.precomp.rho,kg/m**3,[1100. 1845. 1845. 1940.  110.  110. 1100. 1150. 8500.],"1D array of the density of the materials. For composites, this is the density of the laminate."
rotorse.re.precomp.joint_position,,[0.],Spanwise position of the segmentation joint.
rotorse.re.precomp.joint_mass,kg,[0.],Mass of the joint.
rotorse.re.precomp.n_blades,Unavailable,3,Number of blades of the rotor.
rotorse.re.precomp.definition_layer,Unavailable,[ 9.  9.  2.  2.  5.  4.  6.  6.  6.  6. 10. 10. 10. 10. 10. 10.],"1D array of flags identifying how layers are specified in the yaml. 1) all around (skin, paint, ) 2) offset+rotation twist+width (spar caps) 3) offset+user defined rotation+width 4) midpoint TE+width (TE reinf) 5) midpoint LE+width (LE reinf) 6) layer position fixed to other layer (core fillers) 7) start and width 8) end and width 9) start and end nd 10) web layer"
rotorse.re.precomp.mat_name,Unavailable,"['paint', 'triax', 'biax', 'ud', 'balsa', 'foam', 'adhesive', 'resin', 'steel']",1D array of names of materials.
rotorse.re.precomp.orth,Unavailable,[0. 1. 1. 1. 0. 0. 0. 0. 0.],1D array of flags to set whether a material is isotropic (0) or orthtropic (1). Each entry represents a material.
rotorse.rp.v_min,m/s,[3.],cut-in wind speed
rotorse.rp.v_max,m/s,[25.],cut-out wind speed
rotorse.rp.rated_power,W,[1790000.],electrical rated power
rotorse.rp.omega_min,rpm,[8.],minimum allowed rotor rotation speed
rotorse.rp.omega_max,rpm,[15.76097495],maximum allowed rotor rotation speed
rotorse.rp.control_maxTS,m/s,[80.],maximum allowed blade tip speed
rotorse.rp.powercurve.gearbox_efficiency,,[0.955],
rotorse.rp.powercurve.generator_efficiency,,"[0.93980878 0.93970311 0.93952431 0.93927875 0.93897197 0.93860877
 0.93819336 0.93772945 0.93722029 0.93666875 0.93607739 0.93544848
 0.93478404 0.93408589 0.93335565 0.93259478 0.9318046  0.93098631
 0.93014098 0.92926959 0.92837305 0.92745215 0.92650765 0.92554024
 0.92455053 0.9235391  0.92250649 0.92145318 0.92037962 0.91928625]",Generator efficiency at various rpm values to support table lookup
rotorse.rp.powercurve.lss_rpm,rpm,"[ 8.          8.24690585  8.4938117   8.74071755  8.9876234   9.23452925
  9.4814351   9.72834095  9.9752468  10.22215265 10.4690585  10.71596435
 10.9628702  11.20977605 11.4566819  11.70358775 11.9504936  12.19739945
 12.4443053  12.69121115 12.938117   13.18502285 13.4319287  13.67883455
 13.9257404  14.17264625 14.4195521  14.66645795 14.9133638  15.16026965]",Low speed shaft RPM values at which the generator efficiency values are given
rotorse.rp.drivetrainType,Unavailable,geared,
rotorse.rp.powercurve.V,m/s,"[ 3.          3.88964996  4.684007    5.37783023  5.96654209  6.44625847
  6.81381439  7.06678485  7.20350085  7.22306039  7.32078636  7.53515308
  7.86474624  8.3073913   8.86016787  9.51942894  9.66718227 10.28082494
 11.13933248 12.08928745 13.1244224  14.23790791 15.42239763 16.67007674
 17.97271352 19.32171368 20.70817701 22.12295617 23.55671697 25.        ]",wind vector
rotorse.rp.powercurve.Omega,rpm,"[ 8.          8.          8.          9.17205261 10.17611854 10.99428938
 11.62116715 12.05261594 12.28578923 12.31914861 12.48582322 12.85143216
 13.41356329 14.16850788 15.11128509 15.16026965 15.16026965 15.16026965
 15.16026965 15.16026965 15.16026965 15.16026965 15.16026965 15.16026965
 15.16026965 15.16026965 15.16026965 15.16026965 15.16026965 15.16026965]",rotor rotational speed
rotorse.rp.powercurve.P,W,"[  43028.35003227  115405.56412532  210221.26434769  317776.63430143
  433087.25279427  544962.63726729  642326.30694984  715494.4245257
  757192.85432315  763283.91329153  794194.95866687  864807.70829511
  981091.81492693 1152473.1861201  1392042.99516185 1721183.3742841
 1790000.         1790000.01700821 1790002.02525399 1790000.1038037
 1790000.01350912 1789988.97057938 1790009.72337083 1790006.47613651
 1790002.33832379 1789999.99120316 1790000.69244882 1790002.71819124
 1789994.89163891 1790001.94938829]",rotor electrical power
rotorse.rp.gust.V_mean,m/s,[7.5],IEC average wind speed for turbine class
rotorse.rp.gust.V_hub,m/s,[9.66718227],hub height wind speed
rotorse.rp.gust.turbulence_class,Unavailable,A,IEC turbulence class
rotorse.rp.cdf.x,m/s,"[ 3.          3.11055276  3.22110553  3.33165829  3.44221106  3.55276382
  3.66331658  3.77386935  3.88442211  3.99497487  4.10552764  4.2160804
  4.32663317  4.43718593  4.54773869  4.65829146  4.76884422  4.87939698
  4.98994975  5.10050251  5.21105528  5.32160804  5.4321608   5.54271357
  5.65326633  5.7638191   5.87437186  5.98492462  6.09547739  6.20603015
  6.31658291  6.42713568  6.53768844  6.64824121  6.75879397  6.86934673
  6.9798995   7.09045226  7.20100503  7.31155779  7.42211055  7.53266332
  7.64321608  7.75376884  7.86432161  7.97487437  8.08542714  8.1959799
  8.30653266  8.41708543  8.52763819  8.63819095  8.74874372  8.85929648
  8.96984925  9.08040201  9.19095477  9.30150754  9.4120603   9.52261307
  9.63316583  9.74371859  9.85427136  9.96482412 10.07537688 10.18592965
 10.29648241 10.40703518 10.51758794 10.6281407  10.73869347 10.84924623
 10.95979899 11.07035176 11.18090452 11.29145729 11.40201005 11.51256281
 11.62311558 11.73366834 11.84422111 11.95477387 12.06532663 12.1758794
 12.28643216 12.39698492 12.50753769 12.61809045 12.72864322 12.83919598
 12.94974874 13.06030151 13.17085427 13.28140704 13.3919598  13.50251256
 13.61306533 13.72361809 13.83417085 13.94472362 14.05527638 14.16582915
 14.27638191 14.38693467 14.49748744 14.6080402  14.71859296 14.82914573
 14.93969849 15.05025126 15.16080402 15.27135678 15.38190955 15.49246231
 15.60301508 15.71356784 15.8241206  15.93467337 16.04522613 16.15577889
 16.26633166 16.37688442 16.48743719 16.59798995 16.70854271 16.81909548
 16.92964824 17.04020101 17.15075377 17.26130653 17.3718593  17.48241206
 17.59296482 17.70351759 17.81407035 17.92462312 18.03517588 18.14572864
 18.25628141 18.36683417 18.47738693 18.5879397  18.69849246 18.80904523
 18.91959799 19.03015075 19.14070352 19.25125628 19.36180905 19.47236181
 19.58291457 19.69346734 19.8040201  19.91457286 20.02512563 20.13567839
 20.24623116 20.35678392 20.46733668 20.57788945 20.68844221 20.79899497
 20.90954774 21.0201005  21.13065327 21.24120603 21.35175879 21.46231156
 21.57286432 21.68341709 21.79396985 21.90452261 22.01507538 22.12562814
 22.2361809  22.34673367 22.45728643 22.5678392  22.67839196 22.78894472
 22.89949749 23.01005025 23.12060302 23.23115578 23.34170854 23.45226131
 23.56281407 23.67336683 23.7839196  23.89447236 24.00502513 24.11557789
 24.22613065 24.33668342 24.44723618 24.55778894 24.66834171 24.77889447
 24.88944724 25.        ]",corresponding reference height
rotorse.rp.cdf.k,,[2.],shape or form factor
rotorse.rp.cdf.xbar,m/s,[7.5],mean value of distribution
rotorse.rp.aep.CDF_V,m/s,"[0.11808862 0.12636796 0.1348649  0.14357155 0.15247988 0.16158175
 0.1708689  0.18033297 0.18996554 0.19975807 0.209702   0.21978869
 0.23000948 0.2403557  0.25081863 0.26138959 0.27205988 0.28282083
 0.29366382 0.30458027 0.31556164 0.32659947 0.33768538 0.34881108
 0.35996837 0.37114916 0.38234547 0.39354945 0.40475339 0.41594972
 0.427131   0.43828996 0.4494195  0.46051269 0.47156275 0.48256311
 0.49350738 0.50438934 0.515203   0.52594254 0.53660235 0.54717704
 0.55766141 0.56805048 0.57833949 0.58852387 0.59859929 0.60856163
 0.61840697 0.62813162 0.63773211 0.64720517 0.65654776 0.66575704
 0.67483038 0.68376537 0.69255979 0.70121163 0.70971909 0.71808055
 0.72629459 0.73435998 0.74227568 0.75004084 0.75765475 0.76511692
 0.77242701 0.77958483 0.78659036 0.79344375 0.80014526 0.80669534
 0.81309455 0.81934359 0.82544328 0.83139457 0.83719854 0.84285636
 0.84836931 0.85373878 0.85896626 0.86405331 0.86900158 0.87381283
 0.87848884 0.88303151 0.88744277 0.89172464 0.89587915 0.89990842
 0.90381461 0.90759989 0.91126649 0.91481668 0.91825273 0.92157695
 0.92479166 0.92789921 0.93090195 0.93380222 0.93660241 0.93930487
 0.94191195 0.94442603 0.94684943 0.94918451 0.95143358 0.95359894
 0.95568289 0.95768769 0.95961558 0.96146878 0.96324949 0.96495986
 0.96660203 0.96817811 0.96969015 0.9711402  0.97253026 0.97386228
 0.9751382  0.97635991 0.97752925 0.97864804 0.97971805 0.98074101
 0.98171862 0.98265253 0.98354434 0.98439563 0.98520794 0.98598274
 0.98672149 0.9874256  0.98809644 0.98873533 0.98934357 0.98992241
 0.99047306 0.99099669 0.99149445 0.99196743 0.9924167  0.99284328
 0.99324817 0.99363233 0.99399667 0.99434211 0.99466948 0.99497963
 0.99527335 0.9955514  0.99581452 0.99606342 0.99629879 0.99652127
 0.99673149 0.99693006 0.99711755 0.99729451 0.99746147 0.99761894
 0.99776741 0.99790733 0.99803915 0.9981633  0.99828017 0.99839016
 0.99849362 0.99859092 0.99868238 0.99876833 0.99884906 0.99892487
 0.99899603 0.9990628  0.99912542 0.99918414 0.99923918 0.99929075
 0.99933904 0.99938426 0.99942658 0.99946618 0.99950321 0.99953783
 0.99957018 0.9996004  0.99962863 0.99965498 0.99967957 0.99970251
 0.9997239  0.99974384 0.99976242 0.99977973 0.99979585 0.99981085
 0.99982481 0.99983779]",cumulative distribution function evaluated at each wind speed
rotorse.rp.aep.P,W,"[  43028.35003227   50130.46997821   57858.83552208   66169.12649896
   75017.02274392   84358.20409205   94148.35037843  104343.14143813
  114898.25710623  126020.99090193  137945.55013086  150591.01557577
  163875.83424702  177718.45315493  192037.31930986  206750.87972212
  221912.44553538  237783.61416936  254356.85333616  271612.80032556
  289532.09242737  308095.36693136  327341.78666682  347582.95960218
  368778.36249607  390821.02391023  413603.97240638  437029.44683424
  461407.21014214  486827.72470291  513145.43320135  540214.77832224
  568136.93422532  597185.55167461  627145.85855306  657903.35177569
  689813.05158107  722581.29685109  756421.73735984  791231.15636802
  827095.45372009  863961.87317392  901932.01490909  940858.08912068
  980935.4082203  1022130.06046804 1064333.68467456 1107635.013651
 1152122.78335676 1197716.4461892  1244348.49025271 1292135.37545354
 1341193.57234898 1391639.5514963  1444358.83497217 1499480.46158478
 1555940.21697452 1612673.82601379 1668617.01357499 1722736.25871901
 1783621.04904895 1790000.00437668 1790000.00801341 1790000.0097553
 1790000.01102704 1790000.0132533  1790000.01977214 1790000.13922765
 1790000.39743829 1790000.74351515 1790001.12656931 1790001.49571185
 1790001.80005385 1790001.98870638 1790002.01483144 1790001.89667908
 1790001.67466083 1790001.38359634 1790001.05830524 1790000.73360719
 1790000.44432182 1790000.22526879 1790000.11126773 1790000.0908259
 1790000.07852431 1790000.06984409 1790000.06352997 1790000.05832668
 1790000.05297898 1790000.04623159 1790000.03682926 1790000.02351673
 1789999.95021731 1789999.39711169 1789998.38094901 1789997.03030606
 1789995.47375962 1789993.83988648 1789992.25726342 1789990.85446722
 1789989.76007467 1789989.10266256 1789989.03484254 1789989.87343352
 1789991.52377129 1789993.78338024 1789996.44978478 1789999.32050931
 1790002.19307823 1790004.86501593 1790007.13384682 1790008.79709529
 1790009.65228575 1790009.70441776 1790009.60285578 1790009.42430137
 1790009.18097315 1790008.88508974 1790008.54886979 1790008.1845319
 1790007.80429472 1790007.42037686 1790007.04499696 1790006.69037364
 1790006.36443192 1790006.02592855 1790005.66616265 1790005.29106718
 1790004.90657511 1790004.5186194  1790004.133133   1790003.75604889
 1790003.39330001 1790003.05081934 1790002.73453984 1790002.45039446
 1790002.1957452  1790001.93628864 1790001.67242791 1790001.40963206
 1790001.15337016 1790000.90911125 1790000.68232439 1790000.47847862
 1790000.30304301 1790000.16148661 1790000.05927846 1790000.00188762
 1789999.9920883  1790000.00335231 1790000.02668547 1790000.06096913
 1790000.10508462 1790000.15791327 1790000.21833642 1790000.28523541
 1790000.35749158 1790000.43398625 1790000.51360076 1790000.59521646
 1790000.67771467 1790000.77577523 1790000.91443241 1790001.08589589
 1790001.28158974 1790001.49293803 1790001.71136485 1790001.92829426
 1790002.13515033 1790002.32335715 1790002.48433878 1790002.6095193
 1790002.69032279 1790002.7181098  1790002.57947323 1790002.20573803
 1790001.63995986 1790000.92519441 1790000.10449735 1789999.22092438
 1789998.31753115 1789997.43737337 1789996.62350669 1789995.91898681
 1789995.3668694  1789995.01021015 1789994.89175714 1789994.93512965
 1789995.05745381 1789995.25990292 1789995.54365025 1789995.90986908
 1789996.35973272 1789996.89441443 1789997.5150875  1789998.22292522
 1789999.01910088 1789999.90478775 1790000.88115913 1790001.94938829]",power curve (power)
rotorse.rp.aep.lossFactor,,[1.],"multiplicative factor for availability and other losses (soiling, array, etc.)"
rotorse.s,,"[0.         0.03448276 0.06896552 0.10344828 0.13793103 0.17241379
 0.20689655 0.24137931 0.27586207 0.31034483 0.34482759 0.37931034
 0.4137931  0.44827586 0.48275862 0.51724138 0.55172414 0.5862069
 0.62068966 0.65517241 0.68965517 0.72413793 0.75862069 0.79310345
 0.82758621 0.86206897 0.89655172 0.93103448 0.96551724 1.        ]","1D array of the non-dimensional spanwise grid defined along blade axis (0-blade root, 1-blade tip)"
rotorse.stall_check.aoa_along_span,deg,"[46.2257551  37.38469417 26.11724006 14.29319782  8.28360976  6.58147857
  5.98575886  5.97129616  6.13405122  6.31584197  6.62328514  7.15253087
  7.60416358  7.77349228  7.92209429  8.04064219  7.99299527  7.64750377
  7.17014931  6.53074055  6.03030709  5.60121324  5.19808218  4.79401574
  4.47055996  4.10620696  4.43192481  5.51476994  7.17175913  9.85865411]",Angle of attack along blade span
rotorse.stall_check.stall_margin,deg,[0.99923839],Minimum margin from the stall angle
rotorse.stall_check.min_s,,[0.25],Minimum nondimensional coordinate along blade span where to define the constraint (blade root typically stalls)
rotorse.rs.aero_gust.V_load,m/s,[19.65610255],
rotorse.rs.Omega_load,rpm,[15.16026965],
rotorse.rs.pitch_load,deg,[0.],
rotorse.rs.aero_gust.azimuth_load,deg,[0.],
rotorse.rs.tot_loads_gust.aeroloads_Px,N/m,"[ 251.13831839  375.61119533  698.11339064 1041.62163482 1326.97023882
 1468.49708839 1665.43772052 2017.81286576 2408.51879355 2716.80363144
 2843.18396114 2786.57905011 2581.01620821 2507.96159508 2453.42456356
 2434.38060745 2494.88819976 2671.06432187 2895.6413594  3024.00998399
 3299.64629478 3620.37004858 3968.2432363  4493.75451098 5164.05486259
 5919.10812272 5832.45916576 4528.32667243 2696.75382582  806.11227612]",distributed loads in blade-aligned x-direction
rotorse.rs.tot_loads_gust.aeroloads_Py,N/m,"[   50.03823241    76.97138361   -41.12403501  -322.28124726
  -500.7779778   -705.208676    -873.75024345  -913.59965951
  -895.81996696  -888.92624837  -864.41400594  -778.17112324
  -632.55877073  -560.0187663   -500.32386312  -457.40630075
  -441.22352824  -458.38503747  -493.31301428  -515.79715533
  -602.1684923   -684.11387025  -771.17448646  -901.71015132
 -1071.08570271 -1240.2093277  -1162.86883239  -801.28335865
  -391.32899253   -81.67573152]",distributed loads in blade-aligned y-direction
rotorse.rs.tot_loads_gust.aeroloads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",distributed loads in blade-aligned z-direction
rotorse.rs.tot_loads_gust.aeroloads_Omega,rpm,[15.16026965],rotor rotation speed
rotorse.rs.tot_loads_gust.aeroloads_pitch,deg,[0.],pitch angle
rotorse.rs.tot_loads_gust.aeroloads_azimuth,deg,[0.],azimuthal angle
rotorse.rs.3d_curv,deg,"[ 3.          3.          3.00332961  3.08144215  3.2512901   3.40011346
  3.53348294  3.67462801  3.81438904  3.96442814  4.11919167  4.29808771
  4.5023261   4.70466901  4.92412483  5.15554753  5.42155252  5.7073794
  6.02437289  6.37236854  6.74870717  7.17475418  7.65585427  8.19155257
  8.79751816  9.52416714 10.3499925  11.31283292 12.59919884 13.3667198 ]",total cone angle from precone and curvature
rotorse.rs.z_az,m,"[ 2.          3.66866104  5.33732208  7.00598311  8.67464415 10.34330519
 12.01196623 13.68062726 15.3492883  17.01794934 18.68661038 20.35527141
 22.02393245 23.69259349 25.36125453 27.02991557 28.6985766  30.36723764
 32.03589868 33.70455972 35.37322075 37.04188179 38.71054283 40.37920387
 42.04786491 43.71652594 45.38518698 47.05384802 48.72250906 50.39117009]",location of blade in azimuth z-coordinate system
rotorse.rhoA,kg/m,"[983.99411473 852.95778709 628.34219552 440.87098183 366.40697591
 296.94500377 255.4228842  260.33620833 271.04030735 272.59886073
 247.51606102 222.10445786 204.33668145 196.68791263 190.55345945
 181.52723992 168.02123283 155.40542804 141.1641033  126.05060561
 111.17775875 107.42803398  95.42786992  83.19927498  50.08581707
  26.55840808  11.25364801   6.91883037   3.10751095   1.00329383]",mass per unit length
rotorse.rs.tot_loads_gust.dynamicFactor,,[1.],a dynamic amplification factor to adjust the static deflection calculation
rotorse.rs.x_az,m,"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.93940887e-04
 -4.74379310e-03 -1.48310345e-02 -2.80497044e-02 -4.59059113e-02
 -6.73467980e-02 -9.33451232e-02 -1.23527488e-01 -1.58543399e-01
 -1.99150690e-01 -2.46070148e-01 -2.98472562e-01 -3.58187833e-01
 -4.24086995e-01 -4.99321773e-01 -5.81902660e-01 -6.75648966e-01
 -7.78562512e-01 -8.94316207e-01 -1.02216493e+00 -1.16611172e+00
 -1.32539527e+00 -1.50497089e+00 -1.70707828e+00 -1.93547803e+00
 -2.19474517e+00 -2.50000000e+00]",location of blade in azimuth x-coordinate system (prebend)
rotorse.rs.y_az,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",location of blade in azimuth y-coordinate system (sweep)
rotorse.rs.frame.Px_af,N/m,"[ 779.22960543  994.51313707 1300.28698782 1628.7061224  1955.87546365
 2120.19212104 2339.48864679 2768.67451841 3253.45203852 3649.46215386
 3778.28119361 3709.80883169 3514.86125325 3498.48932293 3511.78500847
 3546.3010876  3633.84806142 3837.71032052 4071.08889768 4188.8643314
 4440.37649432 4845.18798431 5180.63326154 5674.61043887 5968.60728348
 6412.54504757 6071.33582751 4677.10720562 2760.05179953  826.24820278]",distributed load (force per unit length) in airfoil x-direction
rotorse.rs.frame.Py_af,N/m,"[  336.80657183   428.69933759   385.56239861   163.11368624
    31.37146533  -194.3241328   -396.48672715  -450.61807923
  -457.99260081  -491.26972067  -542.45313662  -539.87081487
  -466.45773618  -439.50421801  -421.31629303  -412.73558021
  -417.43519078  -436.10792061  -459.51263297  -464.56402976
  -530.14749755  -591.97069317  -659.98094008  -767.09359413
  -919.92371986 -1075.63860222 -1065.52581069  -828.39058539
  -491.14452376  -140.61554248]",distributed load (force per unit length) in airfoil y-direction
rotorse.rs.frame.Pz_af,N/m,"[-4690.15673662  -483.20296834  2283.00695061  3452.71620236
  4406.66595255  4816.7344771   5214.30453796  6405.88071902
  7805.02842736  8991.62868211  9200.43722905  9184.84949822
  9303.87246282  9776.89145452 10266.73580175 10536.66656778
 10451.34398879 10311.59664153  9951.06684454  9406.01203412
  8753.63545218  8898.30830153  8292.77048369  7566.36271501
  4755.45853048  2626.33417965  1156.47414922   737.15908576
   342.20970112   114.23891265]",distributed load (force per unit length) in airfoil z-direction
rotorse.A,m**2,"[ 8.16762079  9.56562361 10.13985492 14.74888237 13.53463478 12.50065172
 11.60864057 10.75385914 10.05192949  9.31693186  8.26351864  7.13246279
  6.18802102  5.58605416  5.09531315  4.68867966  4.36599837  4.12746401
  3.92937628  3.77177295  3.6590891   3.57440434  3.51345659  3.46716159
  3.42110538  3.35629817  3.00485802  2.30228124  1.29749935  0.41891183]",airfoil cross section material area
rotorse.EA,N,"[1.15682283e+10 1.00115725e+10 7.35506667e+09 5.13501881e+09
 4.57795252e+09 4.10927074e+09 3.92896876e+09 4.25078283e+09
 4.64006869e+09 4.82920437e+09 4.47181243e+09 4.10651338e+09
 3.88119268e+09 3.82732393e+09 3.78020994e+09 3.63900527e+09
 3.38192544e+09 3.13361512e+09 2.84754097e+09 2.53859122e+09
 2.22921477e+09 2.15927841e+09 1.90557241e+09 1.64544503e+09
 9.43841528e+08 4.44759722e+08 1.34387180e+08 6.90564866e+07
 2.82754692e+07 9.12904388e+06]",axial stiffness
rotorse.EIxx,N*m**2,"[9.28532548e+09 1.13433202e+10 1.02532290e+10 7.40605627e+09
 6.19612152e+09 4.65618726e+09 3.32657629e+09 2.62983468e+09
 2.13073767e+09 1.73117461e+09 1.31418570e+09 9.43281044e+08
 7.13090918e+08 6.09822225e+08 5.28468180e+08 4.28943790e+08
 3.22353215e+08 2.49899306e+08 2.05362813e+08 1.74200003e+08
 1.47007347e+08 1.42240936e+08 1.09617841e+08 8.68240304e+07
 2.80478286e+07 1.59880539e+07 9.07373412e+06 4.24469256e+06
 9.49510518e+05 3.17346551e+04]",edgewise stiffness (bending about :ref:`x-axis of airfoil aligned coordinate system <blade_airfoil_coord>`)
rotorse.EIyy,N*m**2,"[9.28495996e+09 1.11154273e+10 8.29007248e+09 4.55727788e+09
 3.05315507e+09 2.21601730e+09 1.73231037e+09 1.52674910e+09
 1.38118523e+09 1.16712041e+09 7.90918451e+08 5.04219353e+08
 3.35688721e+08 2.52869465e+08 1.94201337e+08 1.49654141e+08
 1.15861296e+08 9.06517516e+07 6.92690728e+07 5.28172892e+07
 4.14721342e+07 3.56048209e+07 2.89534102e+07 2.31987539e+07
 1.36769954e+07 6.31395150e+06 1.35803576e+06 3.45809219e+05
 5.15517277e+04 1.67507981e+03]",flapwise stiffness (bending about y-axis of airfoil aligned coordinate system)
rotorse.EIxy,N*m**2,"[ 1.01201645e+05  8.88280411e+07  7.22426060e+08  1.38459827e+09
  1.37622311e+09  1.10962340e+09  8.63611238e+08  6.96386194e+08
  5.63319553e+08  4.17492063e+08  2.45050190e+08  1.33477209e+08
  7.82176455e+07  5.53228832e+07  4.00165654e+07  2.74166048e+07
  1.77996515e+07  1.27831382e+07  1.05596980e+07  9.68848946e+06
  8.94800815e+06  8.97162775e+06  6.92276265e+06  5.33137796e+06
  2.12171151e+06  1.01938991e+06  3.23606360e+05  4.94271859e+04
 -1.70936029e+04 -1.62746888e+03]",coupled flap-edge stiffness
rotorse.GJ,N*m**2,"[8.02274015e+09 9.69677726e+09 7.84155867e+09 3.95486658e+09
 2.29159331e+09 1.16685248e+09 4.94370488e+08 2.77516990e+08
 1.43558233e+08 7.27990430e+07 4.50983098e+07 2.64973830e+07
 1.65255450e+07 1.15535851e+07 8.53190628e+06 6.73243605e+06
 5.64182630e+06 4.71528662e+06 3.97057806e+06 3.46452670e+06
 3.04956491e+06 2.92633829e+06 2.59350590e+06 2.28074642e+06
 1.37754987e+06 1.16265956e+06 7.03614546e+05 2.72738508e+05
 6.64676488e+04 2.48797227e+03]",torsional stiffness (about axial z-direction of airfoil aligned coordinate system)
