variables,units,values,description
towerse.post.cylinder_Mxx,N*m,"[[-289422.89394497]
 [-279396.06720038]
 [-269346.19657017]
 [-259261.80174198]
 [-249150.10364246]
 [-239014.22906085]
 [-228864.25207173]
 [-218691.19398221]
 [-208498.01526265]
 [-198275.40833322]
 [-188032.43635622]
 [-177771.96289144]
 [-167503.80022528]
 [-157218.14321303]
 [-146917.75393542]
 [-136604.05139391]
 [-126278.01421939]
 [-115942.20584485]
 [-105586.59889497]
 [ -95219.50599619]
 [ -84843.57776301]
 [ -74468.00069508]
 [ -64082.46468996]
 [ -53689.82934494]
 [ -43290.0526267 ]
 [ -32883.39163922]
 [ -22472.78944317]
 [ -12087.87273516]
 [  -1702.49604348]
 [   8679.09132972]]",
towerse.post.cylinder_Myy,N*m,"[[26954358.54313166]
 [26073581.90075427]
 [25190654.12302744]
 [24304551.2550406 ]
 [23415887.27073312]
 [22524948.62205444]
 [21632619.05640794]
 [20738103.19842842]
 [19841672.90888439]
 [18942503.46247804]
 [18041378.77368252]
 [17138562.285319  ]
 [16234910.82784906]
 [15329546.48668602]
 [14422723.83156323]
 [13514568.47523531]
 [12605161.63418558]
 [11694740.48477468]
 [10782402.1640577 ]
 [ 9868843.48241222]
 [ 8954309.46777031]
 [ 8039581.17769246]
 [ 7123703.88048035]
 [ 6206941.21463156]
 [ 5289246.9678082 ]
 [ 4370577.25867839]
 [ 3451188.87640712]
 [ 2533621.14569952]
 [ 1615476.83523354]
 [  697144.00056796]]",
towerse.post.cylinder_Mzz,N*m,"[[186776.07891196]
 [186775.56452089]
 [186775.04964067]
 [186779.3372808 ]
 [186778.82093128]
 [186778.30435959]
 [186780.23724522]
 [186779.72035511]
 [186779.20326879]
 [186781.85559775]
 [186781.33696835]
 [186780.81814222]
 [186783.63375487]
 [186783.11412388]
 [186782.59429029]
 [186784.0459392 ]
 [186783.52507552]
 [186783.00401399]
 [186788.14559007]
 [186787.62148242]
 [186787.09714249]
 [186794.04108437]
 [186793.51349301]
 [186792.98561964]
 [186802.04761401]
 [186801.93788812]
 [186801.8313719 ]
 [186815.39577787]
 [186814.85620887]
 [186814.31620052]]",
towerse.qdyn,Pa,"[[ 0.        ]
 [25.03556999]
 [33.03463265]
 [38.85133848]
 [43.59349489]
 [47.66612124]
 [51.2741406 ]
 [54.53378247]
 [57.52462372]
 [60.29872034]
 [62.89582405]
 [65.3412827 ]
 [67.65663414]
 [69.8568578 ]
 [71.95775738]
 [73.97045927]
 [75.90419606]
 [77.76672562]
 [79.5646385 ]
 [81.30517225]
 [82.99153738]
 [84.62800896]
 [86.21688852]
 [87.76301767]
 [89.26933271]
 [90.73845562]
 [92.17273887]
 [93.57430227]
 [94.94129702]
 [96.27938811]
 [97.59014997]]",
tcc.blade_mass,kg,[0.],
tcc.blade_mass_cost_coeff,USD/kg,[14.6],
tcc.blade_cost_external,USD,[0.],
tcc.hub_mass,kg,[0.],
tcc.hub_mass_cost_coeff,USD/kg,[3.9],
tcc.pitch_system_mass,kg,[0.],
tcc.pitch_system_mass_cost_coeff,USD/kg,[22.1],
tcc.spinner_mass,kg,[0.],
tcc.spinner_mass_cost_coeff,USD/kg,[11.1],
tcc.hub_cost,USD,[0.],
tcc.pitch_system_cost,USD,[0.],
tcc.spinner_cost,USD,[0.],
tcc.hub_assemblyCostMultiplier,,[0.],
tcc.hub_overheadCostMultiplier,,[0.],
tcc.hub_profitMultiplier,,[0.],
tcc.hub_transportMultiplier,,[0.],
tcc.blade_cost,USD,[0.],
tcc.hub_system_cost,USD,[0.],
tcc.hub_system_mass_tcc,kg,[0.],
tcc.blade_number,Unavailable,3,
tcc.lss_mass,kg,[0.],
tcc.lss_mass_cost_coeff,USD/kg,[11.9],
tcc.main_bearing_mass,kg,[0.],
tcc.bearing_mass_cost_coeff,USD/kg,[4.5],
tcc.gearbox_mass,kg,[0.],
tcc.gearbox_mass_cost_coeff,USD/kg,[12.9],
tcc.hss_mass,kg,[0.],
tcc.hss_mass_cost_coeff,USD/kg,[6.8],
tcc.brake_mass,kg,[0.],
tcc.brake_mass_cost_coeff,USD/kg,[3.6254],
tcc.generator_mass,kg,[0.],
tcc.generator_mass_cost_coeff,USD/kg,[12.4],
tcc.generator_cost_external,USD,[0.],
tcc.bedplate_mass,kg,[0.],
tcc.bedplate_mass_cost_coeff,USD/kg,[2.9],
tcc.yaw_mass,kg,[0.],
tcc.yaw_mass_cost_coeff,USD/kg,[8.3],
tcc.hvac_mass,kg,[0.],
tcc.hvac_mass_cost_coeff,USD/kg,[124.],
tcc.machine_rating,kW,[1680.],
tcc.controls_machine_rating_cost_coeff,USD/kW,[21.15],
tcc.converter_mass,kg,[0.],
tcc.converter_mass_cost_coeff,USD/kg,[18.8],
tcc.elec_connec_machine_rating_cost_coeff,USD/kW,[41.85],
tcc.cover_mass,kg,[0.],
tcc.cover_mass_cost_coeff,USD/kg,[5.7],
tcc.platforms_mass,kg,[0.],
tcc.platforms_mass_cost_coeff,USD/kg,[17.1],
tcc.crane_cost,USD,[12000.],
tcc.crane,Unavailable,False,
tcc.transformer_mass,kg,[0.],
tcc.transformer_mass_cost_coeff,USD/kg,[18.8],
tcc.lss_cost,USD,[0.],
tcc.main_bearing_cost,USD,[0.],
tcc.gearbox_cost,USD,[0.],
tcc.hss_cost,USD,[0.],
tcc.brake_cost,USD,[0.],
tcc.generator_cost,USD,[0.],
tcc.bedplate_cost,USD,[0.],
tcc.yaw_system_cost,USD,[0.],
tcc.converter_cost,USD,[0.],
tcc.hvac_cost,USD,[0.],
tcc.cover_cost,USD,[0.],
tcc.elec_cost,USD,[70308.],
tcc.controls_cost,USD,[35532.],
tcc.platforms_cost,USD,[0.],
tcc.transformer_cost,USD,[0.],
tcc.nacelle_assemblyCostMultiplier,,[0.],
tcc.nacelle_overheadCostMultiplier,,[0.],
tcc.nacelle_profitMultiplier,,[0.],
tcc.nacelle_transportMultiplier,,[0.],
tcc.main_bearing_number,Unavailable,2,
tcc.tower_mass,kg,[129985.04806975],
tcc.tower_mass_cost_coeff,USD/kg,[2.9],
tcc.tower_cost_external,USD,[328094.42563997],
tcc.tower_parts_cost,USD,[328094.42563997],
tcc.tower_assemblyCostMultiplier,,[0.],
tcc.tower_overheadCostMultiplier,,[0.],
tcc.tower_profitMultiplier,,[0.],
tcc.tower_transportMultiplier,,[0.],
tcc.rotor_cost,USD,[0.],
tcc.rotor_mass_tcc,kg,[0.],
tcc.nacelle_cost,USD,[105840.],
tcc.nacelle_mass_tcc,kg,[0.],
tcc.tower_cost,USD,[328094.42563997],
tcc.turbine_assemblyCostMultiplier,,[0.],
tcc.turbine_overheadCostMultiplier,,[0.],
tcc.turbine_profitMultiplier,,[0.],
tcc.turbine_transportMultiplier,,[0.],
tcc.turbine_cost,USD,[433934.42563997],
tcc.turbine_cost_kW,USD/kW,[258.29430098],
tcc.turbine_mass_tcc,kg,[129985.04806975],
materials.E,Pa,"[[4.560e+06 4.560e+06 4.560e+06]
 [2.179e+10 1.467e+10 1.467e+10]
 [1.392e+10 1.392e+10 1.392e+10]
 [4.200e+10 1.230e+10 1.230e+10]
 [5.000e+07 5.000e+07 5.000e+07]
 [5.000e+07 5.000e+07 5.000e+07]
 [4.560e+06 4.560e+06 4.560e+06]
 [1.000e+06 1.000e+06 1.000e+06]
 [2.100e+11 2.100e+11 2.100e+11]]","2D array of the Youngs moduli of the materials. Each row represents a material, the three columns represent E11, E22 and E33."
materials.G,Pa,"[[1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [9.41300000e+09 9.41300000e+09 9.41300000e+09]
 [1.15000000e+10 1.15000000e+10 1.15000000e+10]
 [3.47000000e+09 3.47000000e+09 3.47000000e+09]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.66666667e+07 1.66666667e+07 1.66666667e+07]
 [1.52000000e+06 1.52000000e+06 1.52000000e+06]
 [3.84615385e+05 3.84615385e+05 3.84615385e+05]
 [8.07692308e+10 8.07692308e+10 8.07692308e+10]]","2D array of the shear moduli of the materials. Each row represents a material, the three columns represent G12, G13 and G23."
materials.nu,,"[[0.49 0.49 0.49]
 [0.48 0.48 0.48]
 [0.49 0.49 0.49]
 [0.31 0.31 0.31]
 [0.49 0.49 0.49]
 [0.49 0.49 0.49]
 [0.49 0.49 0.49]
 [0.3  0.3  0.3 ]
 [0.3  0.3  0.3 ]]","2D array of the Poisson ratio of the materials. Each row represents a material, the three columns represent nu12, nu13 and nu23."
materials.Xt,Pa,"[[0.00e+00 0.00e+00 0.00e+00]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [6.90e+05 6.90e+05 6.90e+05]
 [0.00e+00 0.00e+00 0.00e+00]
 [3.55e+08 3.55e+08 3.55e+08]]","2D array of the Ultimate Tensile Strength (UTS) of the materials. Each row represents a material, the three columns represent Xt12, Xt13 and Xt23."
materials.Xc,Pa,"[[0.00e+00 0.00e+00 0.00e+00]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [6.00e+08 6.00e+08 6.00e+08]
 [4.00e+05 4.00e+05 4.00e+05]
 [4.00e+05 4.00e+05 4.00e+05]
 [4.00e+05 4.00e+05 4.00e+05]
 [0.00e+00 0.00e+00 0.00e+00]
 [3.55e+08 3.55e+08 3.55e+08]]","2D array of the Ultimate Compressive Strength (UCS) of the materials. Each row represents a material, the three columns represent Xc12, Xc13 and Xc23."
materials.S,Pa,"[[0.0e+00 0.0e+00 0.0e+00]
 [5.0e+08 2.0e+08 2.0e+08]
 [5.0e+08 2.0e+08 2.0e+08]
 [5.0e+08 2.0e+08 2.0e+08]
 [3.1e+05 3.1e+05 3.1e+05]
 [3.1e+05 3.1e+05 3.1e+05]
 [3.1e+05 3.1e+05 3.1e+05]
 [0.0e+00 0.0e+00 0.0e+00]
 [0.0e+00 0.0e+00 0.0e+00]]","2D array of the Ultimate Shear Strength (USS) of the materials. Each row represents a material, the three columns represent S12, S13 and S23."
materials.sigma_y,Pa,[0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 0.0e+00 4.5e+08],Yield stress of the material (in the principle direction for composites).
materials.wohler_exp,,[1. 1. 1. 1. 1. 1. 1. 1. 1.],Exponent of S-N Wohler fatigue curve in the form of S = A*N^-(1/m).
materials.wohler_intercept,,"[0.00e+00 6.00e+08 6.00e+08 6.00e+08 6.90e+05 6.90e+05 6.90e+05 0.00e+00
 3.55e+08]","Stress-intercept (A) of S-N Wohler fatigue curve in the form of S = A*N^-(1/m), taken as ultimate stress unless otherwise specified."
materials.unit_cost,USD/kg,[ 7.23  2.86  3.    1.87 13.   13.    0.    3.63  0.  ],1D array of the unit costs of the materials.
materials.waste,,[0.25 0.15 0.15 0.05 0.2  0.2  0.   0.2  0.  ],1D array of the non-dimensional waste fraction of the materials.
materials.roll_mass,kg,"[  0.     181.4368 181.4368   0.       0.       0.       0.       0.
   0.    ]",1D array of the roll mass of the composite fabrics. Non-composite materials are kept at 0.
materials.orth,Unavailable,[0. 1. 1. 1. 0. 0. 0. 0. 0.],1D array of flags to set whether a material is isotropic (0) or orthtropic (1). Each entry represents a material.
materials.ply_t,m,"[0.         0.00089237 0.00089237 0.0013116  0.         0.
 0.         0.         0.        ]",1D array of the ply thicknesses of the materials. Non-composite materials are kept at 0.
materials.fvf,,[0.     0.4793 0.4793 0.5448 0.     0.     0.     0.     0.    ],1D array of the non-dimensional fiber volume fraction of the composite materials. Non-composite materials are kept at 0.
materials.fwf,,[0.     0.6754 0.6754 0.7302 0.     0.     0.     0.     0.    ],1D array of the non-dimensional fiber weight- fraction of the composite materials. Non-composite materials are kept at 0.
airfoils.ac,,[0.25 0.25 0.25 0.25 0.25 0.25 0.5 ],1D array of the aerodynamic centers of each airfoil.
airfoils.r_thick,,[0.21 0.25 0.3  0.35 0.4  0.5  1.  ],1D array of the relative thicknesses of each airfoil.
airfoils.aoa,rad,"[-3.14159265 -3.08923278 -3.0368729  -2.98451302 -2.93215314 -2.87979327
 -2.82743339 -2.77507351 -2.72271363 -2.67035376 -2.61799388 -2.565634
 -2.51327412 -2.46091425 -2.40855437 -2.35619449 -2.30383461 -2.25147474
 -2.19911486 -2.14675498 -2.0943951  -2.04203522 -1.98967535 -1.93731547
 -1.88495559 -1.83259571 -1.78023584 -1.72787596 -1.67551608 -1.6231562
 -1.57079633 -1.51843645 -1.46607657 -1.41371669 -1.36135682 -1.30899694
 -1.25663706 -1.20427718 -1.15191731 -1.09955743 -1.04719755 -0.99483767
 -0.9424778  -0.89011792 -0.83775804 -0.78539816 -0.73303829 -0.68067841
 -0.62831853 -0.57595865 -0.52359878 -0.51302102 -0.50244327 -0.49186552
 -0.48128776 -0.47071001 -0.46013226 -0.4495545  -0.43897675 -0.428399
 -0.41782125 -0.40724349 -0.39666574 -0.38608799 -0.37551023 -0.36493248
 -0.35435473 -0.34377697 -0.33319922 -0.32262147 -0.31204371 -0.30146596
 -0.29088821 -0.28031046 -0.2697327  -0.25915495 -0.2485772  -0.23799944
 -0.22742169 -0.21684394 -0.20626618 -0.19568843 -0.18511068 -0.17453293
 -0.16395517 -0.15337742 -0.14279967 -0.13222191 -0.12164416 -0.11106641
 -0.10048865 -0.0899109  -0.07933315 -0.06875539 -0.05817764 -0.04759989
 -0.03702214 -0.02644438 -0.01586663 -0.00528888  0.00528888  0.01586663
  0.02644438  0.03702214  0.04759989  0.05817764  0.06875539  0.07933315
  0.0899109   0.10048865  0.11106641  0.12164416  0.13222191  0.14279967
  0.15337742  0.16395517  0.17453293  0.18511068  0.19568843  0.20626618
  0.21684394  0.22742169  0.23799944  0.2485772   0.25915495  0.2697327
  0.28031046  0.29088821  0.30146596  0.31204371  0.32262147  0.33319922
  0.34377697  0.35435473  0.36493248  0.37551023  0.38608799  0.39666574
  0.40724349  0.41782125  0.428399    0.43897675  0.4495545   0.46013226
  0.47071001  0.48128776  0.49186552  0.50244327  0.51302102  0.52359878
  0.57595865  0.62831853  0.68067841  0.73303829  0.78539816  0.83775804
  0.89011792  0.9424778   0.99483767  1.04719755  1.09955743  1.15191731
  1.20427718  1.25663706  1.30899694  1.36135682  1.41371669  1.46607657
  1.51843645  1.57079633  1.6231562   1.67551608  1.72787596  1.78023584
  1.83259571  1.88495559  1.93731547  1.98967535  2.04203522  2.0943951
  2.14675498  2.19911486  2.25147474  2.30383461  2.35619449  2.40855437
  2.46091425  2.51327412  2.565634    2.61799388  2.67035376  2.72271363
  2.77507351  2.82743339  2.87979327  2.93215314  2.98451302  3.0368729
  3.08923278  3.14159265]",1D array of the angles of attack used to define the polars of the airfoils. All airfoils defined in openmdao share this grid.
airfoils.Re,,[6000000.],1D array of the Reynolds numbers used to define the polars of the airfoils. All airfoils defined in openmdao share this grid.
airfoils.cl,,"[[[[ 0.        ]]

  [[ 0.14947178]]

  [[ 0.30031292]]

  ...

  [[-0.28168874]]

  [[-0.14020225]]

  [[ 0.        ]]]


 [[[ 0.        ]]

  [[ 0.10838901]]

  [[ 0.2177708 ]]

  ...

  [[-0.20713181]]

  [[-0.10309367]]

  [[ 0.        ]]]


 [[[ 0.        ]]

  [[ 0.10930581]]

  [[ 0.21961299]]

  ...

  [[-0.2089772 ]]

  [[-0.10401226]]

  [[ 0.        ]]]


 ...


 [[[ 0.        ]]

  [[ 0.14719561]]

  [[ 0.29573972]]

  ...

  [[-0.29573972]]

  [[-0.14719561]]

  [[ 0.        ]]]


 [[[ 0.        ]]

  [[ 0.13139799]]

  [[ 0.26399975]]

  ...

  [[-0.26399975]]

  [[-0.13139799]]

  [[ 0.        ]]]


 [[[ 0.        ]]

  [[ 0.        ]]

  [[ 0.        ]]

  ...

  [[ 0.        ]]

  [[ 0.        ]]

  [[ 0.        ]]]]","4D array with the lift coefficients of the airfoils. Dimension 0 is along the different airfoils defined in the yaml, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
airfoils.cd,,"[[[[0.037696  ]]

  [[0.037696  ]]

  [[0.04523516]]

  ...

  [[0.04705176]]

  [[0.03860026]]

  [[0.037696  ]]]


 [[[0.056205  ]]

  [[0.056205  ]]

  [[0.06744594]]

  ...

  [[0.06885594]]

  [[0.05690678]]

  [[0.056205  ]]]


 [[[0.046744  ]]

  [[0.046744  ]]

  [[0.05609275]]

  ...

  [[0.05784935]]

  [[0.04761839]]

  [[0.046744  ]]]


 ...


 [[[0.01      ]]

  [[0.01      ]]

  [[0.01      ]]

  ...

  [[0.01      ]]

  [[0.01      ]]

  [[0.01      ]]]


 [[[0.1546    ]]

  [[0.16550006]]

  [[0.17649998]]

  ...

  [[0.17649998]]

  [[0.16550006]]

  [[0.1546    ]]]


 [[[0.5       ]]

  [[0.5       ]]

  [[0.5       ]]

  ...

  [[0.5       ]]

  [[0.5       ]]

  [[0.5       ]]]]","4D array with the drag coefficients of the airfoils. Dimension 0 is along the different airfoils defined in the yaml, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
airfoils.cm,,"[[[[ 0.2       ]]

  [[ 0.2       ]]

  [[ 0.23999977]]

  ...

  [[-0.29999972]]

  [[-0.06876861]]

  [[ 0.2       ]]]


 [[[ 0.        ]]

  [[ 0.11945272]]

  [[ 0.23999977]]

  ...

  [[-0.29999972]]

  [[-0.1493159 ]]

  [[ 0.        ]]]


 [[[ 0.        ]]

  [[ 0.11945272]]

  [[ 0.23999977]]

  ...

  [[-0.29999972]]

  [[-0.1493159 ]]

  [[ 0.        ]]]


 ...


 [[[ 0.        ]]

  [[ 0.11945272]]

  [[ 0.23999977]]

  ...

  [[-0.29999972]]

  [[-0.1493159 ]]

  [[ 0.        ]]]


 [[[ 0.        ]]

  [[ 0.11945272]]

  [[ 0.23999977]]

  ...

  [[-0.29999972]]

  [[-0.1493159 ]]

  [[ 0.        ]]]


 [[[ 0.        ]]

  [[ 0.        ]]

  [[ 0.        ]]

  ...

  [[ 0.        ]]

  [[ 0.        ]]

  [[ 0.        ]]]]","4D array with the moment coefficients of the airfoils. Dimension 0 is along the different airfoils defined in the yaml, dimension 1 is along the angles of attack, dimension 2 is along the Reynolds number, dimension 3 is along the number of tabs, which may describe multiple sets at the same station, for example in presence of a flap."
airfoils.coord_xy,,"[[[ 1.00000000e+00 -1.39000116e-03]
  [ 9.76041164e-01  1.45768394e-03]
  [ 9.52121911e-01  4.43485592e-03]
  ...
  [ 9.53145851e-01  1.32310193e-02]
  [ 9.76587857e-01  7.41908181e-03]
  [ 1.00000000e+00  1.39000116e-03]]

 [[ 1.00000000e+00  0.00000000e+00]
  [ 9.76929663e-01  5.57238853e-04]
  [ 9.54063957e-01  4.51429912e-03]
  ...
  [ 9.57409548e-01  1.48735183e-02]
  [ 9.79378651e-01  9.07063465e-03]
  [ 1.00000000e+00  7.04731414e-19]]

 [[ 1.00000000e+00 -8.70000000e-03]
  [ 9.75166764e-01 -3.19401804e-03]
  [ 9.49926694e-01 -2.39196736e-04]
  ...
  [ 9.53041209e-01  2.12373413e-02]
  [ 9.76543751e-01  1.51021375e-02]
  [ 1.00000000e+00  8.70000000e-03]]

 ...

 [[ 1.00000000e+00 -6.20000627e-02]
  [ 9.97623314e-01 -8.10161701e-02]
  [ 9.92090785e-01 -9.12693802e-02]
  ...
  [ 9.96942317e-01 -1.14556419e-02]
  [ 9.99186413e-01 -2.83283436e-02]
  [ 1.00000000e+00 -4.70000475e-02]]

 [[ 1.00000000e+00 -8.40013004e-02]
  [ 9.95824148e-01 -9.98470875e-02]
  [ 9.91908208e-01 -1.15746094e-01]
  ...
  [ 9.96445316e-01 -2.03823373e-02]
  [ 9.98197884e-01 -3.96907249e-02]
  [ 1.00000000e+00 -5.90009134e-02]]

 [[ 1.00000000e+00  0.00000000e+00]
  [ 9.99492456e-01 -2.24148318e-02]
  [ 9.97998443e-01 -4.47793323e-02]
  ...
  [ 9.98052103e-01  4.41573285e-02]
  [ 9.99507691e-01  2.21028728e-02]
  [ 1.00000000e+00 -4.69894578e-19]]]",3D array of the x and y airfoil coordinates of the n_af airfoils.
airfoils.name,Unavailable,"['DU08-W-210', 'DU91-W2-250', 'DU97-W-300', 'DU00-W2-350', 'FX77-W-400', 'FX77-W-500', 'cylinder']",1D array of names of airfoils.
configuration.rated_power,W,[1680000.],Electrical rated power of the generator.
configuration.lifetime,year,[25.],Turbine design lifetime.
configuration.rotor_diameter_user,m,[82.5],Diameter of the rotor specified by the user. It is defined as two times the blade length plus the hub diameter.
configuration.hub_height_user,m,[80.],Height of the hub center over the ground (land-based) or the mean sea level (offshore) specified by the user.
configuration.ws_class,Unavailable,III,"IEC wind turbine class. I - offshore, II coastal, III - land-based, IV - low wind speed site."
configuration.turb_class,Unavailable,A,"IEC wind turbine category. A - high turbulence intensity (land-based), B - mid turbulence, C - low turbulence (offshore)."
configuration.gearbox_type,Unavailable,geared,"Gearbox configuration (geared, direct-drive, etc.)."
configuration.rotor_orientation,Unavailable,upwind,"Rotor orientation, either upwind or downwind."
configuration.upwind,Unavailable,True,Convenient boolean for upwind (True) or downwind (False).
configuration.n_blades,Unavailable,3,Number of blades of the rotor.
control.V_in,m/s,[3.],Cut in wind speed. This is the wind speed where region II begins.
control.V_out,m/s,[25.],Cut out wind speed. This is the wind speed where region III ends.
control.minOmega,rad/s,[0.83775804],Minimum allowed rotor speed.
control.maxOmega,rad/s,[1.65048544],Maximum allowed rotor speed.
control.max_TS,m/s,[80.],Maximum allowed blade tip speed.
control.max_pitch_rate,rad/s,[0.12217305],Maximum allowed blade pitch rate
control.max_torque_rate,N*m/s,[1500000.],Maximum allowed generator torque rate
control.rated_TSR,,[9.],Constant tip speed ratio in region II.
control.rated_pitch,rad,[0.],Constant pitch angle in region II.
tower.ref_axis,m,"[[  0.     0.     0.  ]
 [  0.     0.    10.8 ]
 [  0.     0.    21.61]
 [  0.     0.    32.41]
 [  0.     0.    43.22]
 [  0.     0.    54.02]
 [  0.     0.    64.82]
 [  0.     0.    75.63]
 [  0.     0.    86.43]
 [  0.     0.    97.23]
 [  0.     0.   108.  ]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
tower.diameter,m,[4.   4.   4.   4.   4.   4.   4.   4.   4.   3.87 3.87],1D array of the outer diameter values defined along the tower axis.
tower.cd,,[0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5],1D array of the drag coefficients defined along the tower height.
tower.layer_thickness,m,"[[0.04008507 0.02492591 0.02070004 0.01835766 0.01405952 0.01306585
  0.01149385 0.0074917  0.00689777 0.004      0.004     ]]","2D array of the thickness of the layers of the tower structure. The first dimension represents each layer, the second dimension represents each piecewise-constant entry of the tower sections."
tower.outfitting_factor,,[1.07],Multiplier that accounts for secondary structure mass inside of tower
tower.layer_name,Unavailable,['tower_wall'],1D array of the names of the layers modeled in the tower structure.
tower.layer_mat,Unavailable,['steel'],1D array of the names of the materials of each layer modeled in the tower structure.
env.rho_air,kg/m**3,[1.225],Density of air
env.mu_air,kg/m/s,[1.81e-05],Dynamic viscosity of air
env.shear_exp,,[0.2],Shear exponent of the wind.
env.speed_sound_air,m/s,[340.],Speed of sound in air.
env.weibull_k,,[2.],Shape parameter of the Weibull probability density function of the wind.
env.rho_water,kg/m**3,[1025.],Density of ocean water
env.mu_water,kg/m/s,[0.0013351],Dynamic viscosity of ocean water
env.water_depth,m,[0.],Water depth for analysis.  Values > 0 mean offshore
env.Hsig_wave,m,[0.],Significant wave height
env.Tsig_wave,s,[0.],Significant wave period
env.G_soil,N/m**2,[1.4e+08],Shear stress of soil
env.nu_soil,,[0.4],Poisson ratio of soil
costs.offset_tcc_per_kW,USD/kW,[0.],Offset to turbine capital cost
costs.bos_per_kW,USD/kW,[459.],Balance of station/plant capital cost
costs.opex_per_kW,USD/kW/year,[44.],Average annual operational expenditures of the turbine
costs.wake_loss_factor,,[0.15],The losses in AEP due to waked conditions
costs.fixed_charge_rate,,[0.075],Fixed charge rate for coe calculation
costs.labor_rate,USD/h,[58.8],
costs.painting_rate,USD/m**2,[30.],
costs.blade_mass_cost_coeff,USD/kg,[14.6],
costs.hub_mass_cost_coeff,USD/kg,[3.9],
costs.pitch_system_mass_cost_coeff,USD/kg,[22.1],
costs.spinner_mass_cost_coeff,USD/kg,[11.1],
costs.lss_mass_cost_coeff,USD/kg,[11.9],
costs.bearing_mass_cost_coeff,USD/kg,[4.5],
costs.gearbox_mass_cost_coeff,USD/kg,[12.9],
costs.hss_mass_cost_coeff,USD/kg,[6.8],
costs.generator_mass_cost_coeff,USD/kg,[12.4],
costs.bedplate_mass_cost_coeff,USD/kg,[2.9],
costs.yaw_mass_cost_coeff,USD/kg,[8.3],
costs.converter_mass_cost_coeff,USD/kg,[18.8],
costs.transformer_mass_cost_coeff,USD/kg,[18.8],
costs.hvac_mass_cost_coeff,USD/kg,[124.],
costs.cover_mass_cost_coeff,USD/kg,[5.7],
costs.elec_connec_machine_rating_cost_coeff,USD/kW,[41.85],
costs.platforms_mass_cost_coeff,USD/kg,[17.1],
costs.tower_mass_cost_coeff,USD/kg,[2.9],
costs.controls_machine_rating_cost_coeff,USD/kW,[21.15],
costs.crane_cost,USD,[12000.],
costs.electricity_price,USD/kW/h,[0.04],
costs.reserve_margin_price,USD/kW/year,[120.],
costs.capacity_credit,,[0.],
costs.benchmark_price,USD/kW/h,[0.071],
costs.turbine_number,Unavailable,178.0,Number of turbines at plant
high_level_tower_props.tower_ref_axis,m,"[[ 0.          0.          0.        ]
 [ 0.          0.          8.        ]
 [ 0.          0.         16.00740741]
 [ 0.          0.         24.00740741]
 [ 0.          0.         32.01481481]
 [ 0.          0.         40.01481481]
 [ 0.          0.         48.01481481]
 [ 0.          0.         56.02222222]
 [ 0.          0.         64.02222222]
 [ 0.          0.         72.02222222]
 [ 0.          0.         80.        ]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
high_level_tower_props.hub_height,m,[80.],"Height of the hub in the global reference system, i.e. distance rotor center to ground."
tower_grid.s,,"[0.         0.1        0.20009259 0.30009259 0.40018519 0.50018519
 0.60018519 0.70027778 0.80027778 0.90027778 1.        ]","1D array of the non-dimensional grid defined along the tower axis (0-tower base, 1-tower top)"
tower_grid.height,m,[80.],Scalar of the tower height computed along the z axis.
tower_grid.length,m,[80.],Scalar of the tower length computed along its curved axis. A standard straight tower will be as high as long.
tower_grid.foundation_height,m,[0.],Foundation height in respect to the ground level.
towerse.height_constraint,m,[0.],
towerse.transition_piece_height,m,[0.],
towerse.z_start,m,[0.],
towerse.tower_section_height,m,"[8.         8.00740741 8.         8.00740741 8.         8.
 8.00740741 8.         8.         7.97777778]",
towerse.member.sigma_ult,Pa,"[3.55e+08 3.55e+08 3.55e+08 3.55e+08 3.55e+08 3.55e+08 3.55e+08 3.55e+08
 3.55e+08 3.55e+08]",
towerse.member.wohler_exp,,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],
towerse.member.wohler_A,,"[3.55e+08 3.55e+08 3.55e+08 3.55e+08 3.55e+08 3.55e+08 3.55e+08 3.55e+08
 3.55e+08 3.55e+08]",
towerse.member.ballast_density,kg/m**3,[],
towerse.member.ballast_unit_cost,USD/kg,[],
